aufgabe,schwierigkeit,instruction,input,output
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 65 J. Tatzeit: 27.02.2026, 17:47–18:47 Uhr. Tatort: Parkplatz Stuttgart. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: unbekannt.","Am 27.02.2026 in der Zeit von 17:47 Uhr bis 18:47 Uhr kam es im Bereich Parkplatz in Stuttgart zu einem Ladendiebstahl zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1961. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 35 J. Tatzeit: 09.04.2026, 06:11–06:11 Uhr. Tatort: Bahnhof Esslingen. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 09.04.2026 in der Zeit von 06:11 Uhr bis 06:11 Uhr kam es im Bereich Bahnhof in Esslingen zu einem Sachbeschädigung zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1991. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 18 J. Tatzeit: 20.03.2026, 00:19–00:19 Uhr. Tatort: Parkplatz Esslingen. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: unbekannt.","Am 20.03.2026 in der Zeit von 00:19 Uhr bis 00:19 Uhr kam es im Bereich Parkplatz in Esslingen zu einem Ladendiebstahl zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.2008. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Lukas Weber, 26 J. Tatzeit: 14.01.2026, 19:59–20:59 Uhr. Tatort: Parkplatz Ludwigsburg. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 14.01.2026 in der Zeit von 19:59 Uhr bis 20:59 Uhr kam es im Bereich Parkplatz in Ludwigsburg zu einem Trickdiebstahl zum Nachteil des Geschädigten Lukas Weber, geb. xx.xx.2000. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Sophie Fischer, 60 J. Tatzeit: 20.03.2026, 00:33–02:33 Uhr. Tatort: Parkplatz Ludwigsburg. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 20.03.2026 in der Zeit von 00:33 Uhr bis 02:33 Uhr kam es im Bereich Parkplatz in Ludwigsburg zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Sophie Fischer, geb. xx.xx.1966. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Sophie Fischer, 68 J. Tatzeit: 06.04.2026, 12:23–12:23 Uhr. Tatort: Einkaufszentrum Esslingen. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: unbekannt.","Am 06.04.2026 in der Zeit von 12:23 Uhr bis 12:23 Uhr kam es im Bereich Einkaufszentrum in Esslingen zu einem Körperverletzung zum Nachteil des Geschädigten Sophie Fischer, geb. xx.xx.1958. Der Geschädigte erlitt Prellungen. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Lukas Weber, 30 J. Tatzeit: 26.04.2026, 11:42–12:42 Uhr. Tatort: Einkaufszentrum Ludwigsburg. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 26.04.2026 in der Zeit von 11:42 Uhr bis 12:42 Uhr kam es im Bereich Einkaufszentrum in Ludwigsburg zu einem Körperverletzung zum Nachteil des Geschädigten Lukas Weber, geb. xx.xx.1996. Der Geschädigte erlitt Prellungen. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 69 J. Tatzeit: 29.03.2026, 07:00–10:00 Uhr. Tatort: Einkaufszentrum Esslingen. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 29.03.2026 in der Zeit von 07:00 Uhr bis 10:00 Uhr kam es im Bereich Einkaufszentrum in Esslingen zu einem Betrug zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1957. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 30 J. Tatzeit: 31.01.2026, 05:57–07:57 Uhr. Tatort: Diskothek Ludwigsburg. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 31.01.2026 in der Zeit von 05:57 Uhr bis 07:57 Uhr kam es im Bereich Diskothek in Ludwigsburg zu einem Betrug zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.1996. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 51 J. Tatzeit: 13.02.2026, 05:11–07:11 Uhr. Tatort: Wohnanschrift Esslingen. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 13.02.2026 in der Zeit von 05:11 Uhr bis 07:11 Uhr kam es im Bereich Wohnanschrift in Esslingen zu einem Betrug zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1975. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Sophie Fischer, 64 J. Tatzeit: 14.01.2026, 06:24–07:24 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: unbekannt.","Am 14.01.2026 in der Zeit von 06:24 Uhr bis 07:24 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Körperverletzung zum Nachteil des Geschädigten Sophie Fischer, geb. xx.xx.1962. Der Geschädigte erlitt Prellungen. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 60 J. Tatzeit: 22.01.2026, 03:22–03:22 Uhr. Tatort: Wohnanschrift Karlsruhe. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 22.01.2026 in der Zeit von 03:22 Uhr bis 03:22 Uhr kam es im Bereich Wohnanschrift in Karlsruhe zu einem Sachbeschädigung zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1966. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 45 J. Tatzeit: 09.02.2026, 05:18–06:18 Uhr. Tatort: Wohnanschrift Stuttgart. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: unbekannt.","Am 09.02.2026 in der Zeit von 05:18 Uhr bis 06:18 Uhr kam es im Bereich Wohnanschrift in Stuttgart zu einem Ladendiebstahl zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1981. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 62 J. Tatzeit: 08.02.2026, 02:35–02:35 Uhr. Tatort: Parkplatz Stuttgart. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 08.02.2026 in der Zeit von 02:35 Uhr bis 02:35 Uhr kam es im Bereich Parkplatz in Stuttgart zu einem Betrug zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1964. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 50 J. Tatzeit: 24.04.2026, 03:14–05:14 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 24.04.2026 in der Zeit von 03:14 Uhr bis 05:14 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Betrug zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.1976. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 56 J. Tatzeit: 16.03.2026, 15:21–18:21 Uhr. Tatort: Bahnhof Ludwigsburg. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: unbekannt.","Am 16.03.2026 in der Zeit von 15:21 Uhr bis 18:21 Uhr kam es im Bereich Bahnhof in Ludwigsburg zu einem Trickdiebstahl zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1970. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 62 J. Tatzeit: 01.01.2026, 06:29–06:29 Uhr. Tatort: Einkaufszentrum Ludwigsburg. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 01.01.2026 in der Zeit von 06:29 Uhr bis 06:29 Uhr kam es im Bereich Einkaufszentrum in Ludwigsburg zu einem Sachbeschädigung zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1964. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 52 J. Tatzeit: 24.02.2026, 02:21–04:21 Uhr. Tatort: Bahnhof Karlsruhe. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 24.02.2026 in der Zeit von 02:21 Uhr bis 04:21 Uhr kam es im Bereich Bahnhof in Karlsruhe zu einem Betrug zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1974. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 36 J. Tatzeit: 27.01.2026, 13:20–15:20 Uhr. Tatort: Einkaufszentrum Stuttgart. Delikt: Sachbeschädigung. Schaden: 900 EUR. Täterbeschreibung: unbekannt.","Am 27.01.2026 in der Zeit von 13:20 Uhr bis 15:20 Uhr kam es im Bereich Einkaufszentrum in Stuttgart zu einem Sachbeschädigung zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1990. Der entstandene Schaden beläuft sich auf ca. 900 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Lukas Weber, 35 J. Tatzeit: 21.01.2026, 15:23–18:23 Uhr. Tatort: Einkaufszentrum Pforzheim. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 21.01.2026 in der Zeit von 15:23 Uhr bis 18:23 Uhr kam es im Bereich Einkaufszentrum in Pforzheim zu einem Trickdiebstahl zum Nachteil des Geschädigten Lukas Weber, geb. xx.xx.1991. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 66 J. Tatzeit: 18.03.2026, 09:34–10:34 Uhr. Tatort: Einkaufszentrum Pforzheim. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 18.03.2026 in der Zeit von 09:34 Uhr bis 10:34 Uhr kam es im Bereich Einkaufszentrum in Pforzheim zu einem Betrug zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1960. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 58 J. Tatzeit: 23.03.2026, 19:59–22:59 Uhr. Tatort: Wohnanschrift Karlsruhe. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: unbekannt.","Am 23.03.2026 in der Zeit von 19:59 Uhr bis 22:59 Uhr kam es im Bereich Wohnanschrift in Karlsruhe zu einem Trickdiebstahl zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1968. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 36 J. Tatzeit: 11.01.2026, 13:22–13:22 Uhr. Tatort: Diskothek Esslingen. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 11.01.2026 in der Zeit von 13:22 Uhr bis 13:22 Uhr kam es im Bereich Diskothek in Esslingen zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1990. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Sophie Fischer, 38 J. Tatzeit: 18.03.2026, 01:40–01:40 Uhr. Tatort: Wohnanschrift Ludwigsburg. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 18.03.2026 in der Zeit von 01:40 Uhr bis 01:40 Uhr kam es im Bereich Wohnanschrift in Ludwigsburg zu einem Körperverletzung zum Nachteil des Geschädigten Sophie Fischer, geb. xx.xx.1988. Der Geschädigte erlitt Prellungen. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 69 J. Tatzeit: 01.04.2026, 21:30–00:30 Uhr. Tatort: Supermarkt Pforzheim. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: männlich, ca. 30 Jahre, dunkle Kleidung.","Am 01.04.2026 in der Zeit von 21:30 Uhr bis 00:30 Uhr kam es im Bereich Supermarkt in Pforzheim zu einem Trickdiebstahl zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1957. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Der Täter wird als männlich, ca. 30 Jahre alt, bekleidet mit dunkler Kleidung, beschrieben. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Daniel Braun, 30 J. Tatzeit: 07.03.2026, 10:03–11:03 Uhr. Tatort: Wohnanschrift Karlsruhe. Delikt: Körperverletzung. Schaden: Prellungen. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 07.03.2026 in der Zeit von 10:03 Uhr bis 11:03 Uhr kam es im Bereich Wohnanschrift in Karlsruhe zu einem Körperverletzung zum Nachteil des Geschädigten Daniel Braun, geb. xx.xx.1996. Der Geschädigte erlitt Prellungen. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Laura Hoffmann, 69 J. Tatzeit: 14.02.2026, 20:41–20:41 Uhr. Tatort: Wohnanschrift Esslingen. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 14.02.2026 in der Zeit von 20:41 Uhr bis 20:41 Uhr kam es im Bereich Wohnanschrift in Esslingen zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Laura Hoffmann, geb. xx.xx.1957. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 39 J. Tatzeit: 26.03.2026, 20:33–20:33 Uhr. Tatort: Einkaufszentrum Stuttgart. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 26.03.2026 in der Zeit von 20:33 Uhr bis 20:33 Uhr kam es im Bereich Einkaufszentrum in Stuttgart zu einem Betrug zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1987. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 35 J. Tatzeit: 18.04.2026, 22:23–01:23 Uhr. Tatort: Parkplatz Pforzheim. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: unbekannt.","Am 18.04.2026 in der Zeit von 22:23 Uhr bis 01:23 Uhr kam es im Bereich Parkplatz in Pforzheim zu einem Trickdiebstahl zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1991. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Lukas Weber, 30 J. Tatzeit: 26.03.2026, 20:51–23:51 Uhr. Tatort: Wohnanschrift Karlsruhe. Delikt: Diebstahl aus Kfz. Schaden: 1200 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 26.03.2026 in der Zeit von 20:51 Uhr bis 23:51 Uhr kam es im Bereich Wohnanschrift in Karlsruhe zu einem Diebstahl aus Kfz zum Nachteil des Geschädigten Lukas Weber, geb. xx.xx.1996. Der entstandene Schaden beläuft sich auf ca. 1200 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Jonas Keller, 54 J. Tatzeit: 06.01.2026, 03:37–06:37 Uhr. Tatort: Wohnanschrift Esslingen. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: unbekannt.","Am 06.01.2026 in der Zeit von 03:37 Uhr bis 06:37 Uhr kam es im Bereich Wohnanschrift in Esslingen zu einem Ladendiebstahl zum Nachteil des Geschädigten Jonas Keller, geb. xx.xx.1972. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 36 J. Tatzeit: 01.02.2026, 02:54–03:54 Uhr. Tatort: Supermarkt Esslingen. Delikt: Trickdiebstahl. Schaden: 3500 EUR. Täterbeschreibung: unbekannt.","Am 01.02.2026 in der Zeit von 02:54 Uhr bis 03:54 Uhr kam es im Bereich Supermarkt in Esslingen zu einem Trickdiebstahl zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1990. Der entstandene Schaden beläuft sich auf ca. 3500 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Lukas Weber, 42 J. Tatzeit: 21.02.2026, 22:21–22:21 Uhr. Tatort: Einkaufszentrum Esslingen. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 21.02.2026 in der Zeit von 22:21 Uhr bis 22:21 Uhr kam es im Bereich Einkaufszentrum in Esslingen zu einem Betrug zum Nachteil des Geschädigten Lukas Weber, geb. xx.xx.1984. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Anna Schneider, 42 J. Tatzeit: 03.04.2026, 07:59–09:59 Uhr. Tatort: Parkplatz Ludwigsburg. Delikt: Ladendiebstahl. Schaden: 80 EUR. Täterbeschreibung: mehrere Personen, nähere Beschreibung unbekannt.","Am 03.04.2026 in der Zeit von 07:59 Uhr bis 09:59 Uhr kam es im Bereich Parkplatz in Ludwigsburg zu einem Ladendiebstahl zum Nachteil des Geschädigten Anna Schneider, geb. xx.xx.1984. Der entstandene Schaden beläuft sich auf ca. 80 EUR. Die Tat wurde durch mehrere bislang unbekannte Personen begangen. Die Ermittlungen dauern an."
Erstanzeige formulieren,mittel,Formuliere eine sachliche Erstanzeige auf Basis der gegebenen Angaben. Verwende den dienstlichen Schreibstil der Polizei BW. Alle genannten Namen sind fiktiv.,"Geschädigter: Max Müller, 55 J. Tatzeit: 03.04.2026, 01:01–02:01 Uhr. Tatort: Einkaufszentrum Stuttgart. Delikt: Betrug. Schaden: 450 EUR. Täterbeschreibung: unbekannt.","Am 03.04.2026 in der Zeit von 01:01 Uhr bis 02:01 Uhr kam es im Bereich Einkaufszentrum in Stuttgart zu einem Betrug zum Nachteil des Geschädigten Max Müller, geb. xx.xx.1971. Der entstandene Schaden beläuft sich auf ca. 450 EUR. Die Täterbeschreibung ist derzeit unbekannt. Die Ermittlungen dauern an."
