case_id,deliktart,tatmittel,tatort_stadt,tatort_urban,tatzeit,tatzeit_nacht,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,netzwerk_score,vorplanungszeit_h,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00137,Cybercrime,Fahrzeug,Karlsruhe,1,2025-11-10 06:00:00,0,Laptop,Vodafone,94972,76.220.28.96,597.05,3,1,29,0.484,6.37,1,0,0,1,niedrig
BW-2025-00138,Einbruchdiebstahl,Smartphone,Freiburg,1,2025-04-30 19:00:00,0,Laptop,Vodafone,90079,174.131.136.154,486.27,1,0,31,0.151,3.11,1,0,0,1,niedrig
BW-2025-00139,Sachbeschädigung,Messer,Freiburg,1,2025-03-07 02:00:00,1,iPhone,1&1,34219,46.255.35.211,867.82,1,3,27,0.438,6.94,1,1,0,0,niedrig
BW-2025-00140,Körperverletzung,Phishing-Mail,Heidelberg,0,2025-09-19 20:00:00,0,iPhone,O2,40870,125.93.66.89,4499.22,1,2,32,0.695,23.8,1,0,0,1,mittel
BW-2025-00141,Cybercrime,Phishing-Mail,Pforzheim,0,2025-06-28 13:00:00,0,Desktop PC,Telekom,95679,103.11.155.16,2490.52,1,2,5,0.312,0.6,1,0,1,1,niedrig
BW-2025-00142,Raub,Smartphone,Karlsruhe,1,2025-04-20 00:00:00,1,Tablet,O2,63138,186.162.133.89,2618.53,3,3,33,0.893,20.55,1,1,1,0,hoch
BW-2025-00143,Cybercrime,Laptop,Pforzheim,0,2025-05-30 14:00:00,0,Laptop,Vodafone,27507,133.106.33.7,4548.83,3,2,31,0.21,18.74,1,1,1,1,mittel
BW-2025-00144,Einbruchdiebstahl,keines,Freiburg,1,2025-05-30 02:00:00,1,Tablet,1&1,42435,185.42.227.65,6416.37,1,0,22,1.0,6.61,1,1,0,1,mittel
BW-2025-00145,Diebstahl,keines,Freiburg,1,2025-02-12 03:00:00,1,iPhone,Telekom,81781,140.103.153.159,8830.48,2,5,38,0.903,33.46,0,1,1,1,hoch
BW-2025-00146,Raub,Brecheisen,Mannheim,1,2025-03-21 08:00:00,0,Laptop,1&1,99167,63.149.49.30,1707.94,1,0,32,0.277,11.14,1,1,0,0,mittel
BW-2025-00147,Körperverletzung,Laptop,Heilbronn,1,2025-04-01 01:00:00,1,iPhone,1&1,77272,117.89.67.206,1892.11,1,0,23,0.689,10.17,0,0,0,0,niedrig
BW-2025-00148,Körperverletzung,Smartphone,Heilbronn,1,2025-09-28 07:00:00,0,Laptop,Telekom,43352,220.3.20.36,1369.06,1,0,23,0.315,2.52,1,0,0,0,niedrig
BW-2025-00149,Betrug,Fahrzeug,Karlsruhe,1,2025-08-24 04:00:00,1,iPhone,1&1,18357,149.137.176.240,4504.43,2,0,45,0.882,7.26,0,0,0,0,mittel
BW-2025-00150,Betrug,Laptop,Heilbronn,1,2025-10-07 02:00:00,1,iPhone,O2,33590,207.219.90.98,2119.3,2,1,14,0.313,0.49,1,0,0,1,niedrig
BW-2025-00151,Einbruchdiebstahl,Messer,Freiburg,1,2025-09-15 16:00:00,0,Tablet,1&1,59236,31.139.67.118,1432.8,1,2,27,0.57,3.21,1,0,0,0,mittel
BW-2025-00152,Einbruchdiebstahl,Phishing-Mail,Karlsruhe,1,2025-12-28 00:00:00,1,Android Smartphone,1&1,26691,197.84.233.32,4117.69,2,2,12,0.444,14.77,1,1,1,1,mittel
BW-2025-00153,Raub,Smartphone,Stuttgart,1,2025-10-17 12:00:00,0,Laptop,1&1,79721,108.24.67.59,364.28,1,2,22,0.677,7.3,1,1,1,1,mittel
BW-2025-00154,Raub,Fahrzeug,Heilbronn,1,2025-07-08 04:00:00,1,Laptop,Vodafone,34704,196.155.43.90,6670.06,3,2,28,0.107,27.24,1,1,0,1,hoch
BW-2025-00155,Diebstahl,Smartphone,Ulm,0,2025-06-14 07:00:00,0,Desktop PC,Telekom,37011,28.57.250.18,5759.84,3,0,28,0.421,9.65,0,0,1,0,mittel
BW-2025-00156,Diebstahl,Smartphone,Heilbronn,1,2025-06-17 01:00:00,1,Desktop PC,Telekom,15798,113.250.220.160,2594.32,1,1,12,0.442,5.27,1,0,0,0,niedrig
BW-2025-00157,Körperverletzung,Fahrzeug,Heidelberg,0,2025-12-10 23:00:00,1,iPhone,Vodafone,47914,70.242.2.95,1161.7,1,2,8,0.273,8.59,1,1,0,0,niedrig
BW-2025-00158,Drogenhandel,Phishing-Mail,Heidelberg,0,2025-12-22 20:00:00,0,Laptop,Vodafone,38972,116.223.20.233,5798.07,1,3,28,0.721,12.91,0,0,0,1,mittel
BW-2025-00159,Cybercrime,Online-Plattform,Stuttgart,1,2025-10-19 15:00:00,0,Desktop PC,Vodafone,82856,137.225.1.26,1384.11,1,2,22,0.61,14.57,1,0,0,0,mittel
BW-2025-00160,Betrug,Phishing-Mail,Ulm,0,2025-10-12 05:00:00,1,Desktop PC,O2,63511,49.51.32.24,3978.8,2,4,17,0.636,8.88,1,0,0,1,mittel
BW-2025-00161,Cybercrime,Messer,Mannheim,1,2025-06-14 12:00:00,0,Desktop PC,1&1,39536,87.253.15.193,2382.88,1,2,19,0.399,5.22,0,1,0,0,niedrig
BW-2025-00162,Einbruchdiebstahl,keines,Stuttgart,1,2025-10-12 08:00:00,0,Desktop PC,1&1,83044,146.173.139.38,3086.5,3,2,18,0.449,15.04,1,0,1,0,mittel
BW-2025-00163,Einbruchdiebstahl,Messer,Heidelberg,0,2025-08-14 11:00:00,0,Laptop,Vodafone,94765,31.61.245.179,1856.08,2,1,27,0.53,2.27,0,1,1,0,niedrig
BW-2025-00164,Körperverletzung,Phishing-Mail,Karlsruhe,1,2025-02-05 04:00:00,1,Desktop PC,Vodafone,45187,107.142.20.158,552.4,3,1,30,0.498,13.52,1,1,0,1,mittel
BW-2025-00165,Betrug,Laptop,Heidelberg,0,2025-11-24 06:00:00,0,Desktop PC,Vodafone,37379,96.61.38.37,2312.74,2,1,29,0.62,12.94,0,1,1,1,mittel
BW-2025-00166,Cybercrime,Smartphone,Heidelberg,0,2025-11-23 22:00:00,1,Android Smartphone,Telekom,41797,189.20.144.98,5181.43,4,0,10,0.095,10.84,1,1,1,0,mittel
BW-2025-00167,Raub,Messer,Heidelberg,0,2025-07-13 05:00:00,1,Desktop PC,O2,59894,130.92.48.181,2520.72,2,0,16,0.478,2.26,0,1,1,1,niedrig
BW-2025-00168,Drogenhandel,Online-Plattform,Pforzheim,0,2025-11-15 03:00:00,1,Laptop,1&1,22924,216.133.99.202,1161.4,3,3,31,0.918,8.66,1,0,1,1,mittel
BW-2025-00169,Körperverletzung,Phishing-Mail,Heidelberg,0,2025-10-10 13:00:00,0,Laptop,O2,15992,155.1.158.212,2626.71,3,1,45,0.529,8.99,0,0,0,1,mittel
BW-2025-00170,Raub,Brecheisen,Stuttgart,1,2025-07-21 12:00:00,0,Laptop,1&1,29976,61.57.159.251,1284.06,2,0,17,0.559,5.06,1,1,1,0,niedrig
BW-2025-00171,Drogenhandel,Fahrzeug,Ulm,0,2025-12-07 20:00:00,0,Desktop PC,Vodafone,82173,178.148.99.32,10888.69,3,4,59,1.0,37.78,1,0,1,1,hoch
BW-2025-00172,Drogenhandel,Online-Plattform,Heilbronn,1,2025-04-25 20:00:00,0,Tablet,1&1,56160,54.84.255.122,2884.84,1,4,50,0.571,9.37,1,0,1,0,mittel
BW-2025-00173,Einbruchdiebstahl,keines,Mannheim,1,2025-12-24 16:00:00,0,Desktop PC,Telekom,14433,30.7.81.87,3039.11,1,2,27,0.249,14.56,1,1,1,0,mittel
BW-2025-00174,Betrug,Smartphone,Ulm,0,2025-02-16 09:00:00,0,Android Smartphone,Vodafone,29795,13.87.24.81,6608.56,2,5,48,0.585,18.17,1,0,1,0,hoch
BW-2025-00175,Raub,keines,Freiburg,1,2025-11-30 01:00:00,1,iPhone,1&1,12061,12.177.88.233,244.77,1,1,2,0.025,0.0,1,1,1,0,niedrig
BW-2025-00176,Sachbeschädigung,Smartphone,Stuttgart,1,2025-07-15 17:00:00,0,Desktop PC,O2,12246,139.145.58.193,2292.35,2,1,44,0.729,8.39,1,0,1,0,mittel
BW-2025-00177,Sachbeschädigung,Brecheisen,Karlsruhe,1,2025-06-14 12:00:00,0,iPhone,Vodafone,35156,169.169.245.8,1272.02,2,1,21,0.584,12.65,0,0,0,0,mittel
BW-2025-00178,Cybercrime,Phishing-Mail,Pforzheim,0,2025-09-12 16:00:00,0,Tablet,Telekom,63218,128.128.224.80,5270.54,2,3,16,0.572,9.8,1,0,0,0,mittel
BW-2025-00179,Raub,Fahrzeug,Pforzheim,0,2025-03-05 19:00:00,0,iPhone,Telekom,63120,108.23.114.112,7063.47,4,2,64,0.854,32.15,1,0,1,1,hoch
BW-2025-00180,Sachbeschädigung,keines,Stuttgart,1,2025-02-26 10:00:00,0,iPhone,Vodafone,75517,122.20.179.246,2835.58,4,5,9,0.784,19.51,0,0,1,0,mittel
BW-2025-00181,Drogenhandel,Laptop,Stuttgart,1,2025-11-21 14:00:00,0,Android Smartphone,Vodafone,45532,22.235.124.52,5448.92,1,0,35,0.812,18.37,1,0,1,0,mittel
BW-2025-00182,Diebstahl,Online-Plattform,Stuttgart,1,2025-01-11 16:00:00,0,Android Smartphone,O2,37152,161.71.255.159,2357.82,3,0,30,0.267,3.82,0,0,1,0,niedrig
BW-2025-00183,Einbruchdiebstahl,Messer,Karlsruhe,1,2025-06-14 03:00:00,1,Laptop,Vodafone,84277,110.159.196.113,2840.01,3,0,39,0.693,41.18,1,0,1,0,hoch
BW-2025-00184,Drogenhandel,Messer,Mannheim,1,2025-02-06 15:00:00,0,iPhone,O2,22803,122.229.4.11,5242.39,1,3,26,0.64,0.57,1,0,0,1,mittel
BW-2025-00185,Raub,Laptop,Freiburg,1,2025-08-11 19:00:00,0,Desktop PC,1&1,13883,173.85.225.187,0.0,1,2,8,0.123,0.54,1,0,0,0,niedrig
BW-2025-00186,Cybercrime,keines,Heilbronn,1,2025-09-14 06:00:00,0,Android Smartphone,O2,66603,58.140.131.229,3070.34,1,2,39,0.942,2.62,1,0,1,1,mittel
BW-2025-00187,Sachbeschädigung,Laptop,Pforzheim,0,2025-02-26 00:00:00,1,Android Smartphone,Telekom,45123,50.123.6.103,4741.75,3,3,28,0.612,7.65,1,1,1,1,mittel
BW-2025-00188,Sachbeschädigung,Brecheisen,Ulm,0,2025-03-14 17:00:00,0,Laptop,O2,21995,12.84.121.80,1652.52,1,1,0,0.577,0.38,1,0,0,0,niedrig
BW-2025-00189,Cybercrime,keines,Freiburg,1,2025-04-01 10:00:00,0,Laptop,Telekom,21442,58.248.232.126,1865.58,2,4,42,0.783,8.77,0,0,0,0,mittel
BW-2025-00190,Sachbeschädigung,keines,Ulm,0,2025-03-03 04:00:00,1,iPhone,Telekom,56388,152.225.89.108,9333.11,2,1,47,0.502,15.71,1,0,1,1,mittel
BW-2025-00191,Diebstahl,Phishing-Mail,Ulm,0,2025-10-10 11:00:00,0,iPhone,O2,60829,210.119.160.127,2521.39,2,0,19,0.481,6.06,1,0,1,1,niedrig
BW-2025-00192,Diebstahl,Fahrzeug,Mannheim,1,2025-04-05 18:00:00,0,Tablet,Vodafone,45247,88.22.240.73,2626.7,2,2,8,0.346,0.0,0,0,0,1,niedrig
BW-2025-00193,Cybercrime,keines,Mannheim,1,2025-10-24 17:00:00,0,iPhone,Vodafone,46170,118.205.92.231,0.0,2,1,34,0.457,8.68,1,1,0,0,mittel
BW-2025-00194,Cybercrime,keines,Karlsruhe,1,2025-06-18 08:00:00,0,Laptop,O2,91924,137.236.232.141,1006.36,1,0,8,0.181,7.32,0,0,0,0,niedrig
BW-2025-00195,Raub,keines,Karlsruhe,1,2025-01-05 14:00:00,0,Android Smartphone,O2,61864,96.12.47.233,3015.43,1,3,29,0.91,17.43,1,1,1,1,mittel
BW-2025-00196,Sachbeschädigung,Phishing-Mail,Heilbronn,1,2025-04-03 22:00:00,1,Laptop,1&1,49378,93.23.28.136,4690.89,2,2,20,0.728,0.0,1,1,1,1,mittel
BW-2025-00197,Raub,keines,Freiburg,1,2025-08-06 20:00:00,0,Android Smartphone,1&1,48200,199.32.185.242,7873.62,2,1,45,0.96,9.61,1,0,1,1,hoch
BW-2025-00198,Körperverletzung,Fahrzeug,Freiburg,1,2025-09-26 05:00:00,1,Tablet,O2,57843,40.39.192.154,169.86,2,0,4,0.203,2.1,1,1,0,1,niedrig
BW-2025-00199,Raub,Brecheisen,Stuttgart,1,2025-10-27 07:00:00,0,Tablet,Vodafone,48185,188.93.167.45,2249.27,1,0,30,0.632,0.0,1,0,0,1,niedrig
BW-2025-00200,Diebstahl,Messer,Heilbronn,1,2025-06-15 05:00:00,1,Android Smartphone,O2,43119,179.158.34.242,3978.77,2,3,30,0.493,7.37,1,1,1,0,mittel
BW-2025-00201,Einbruchdiebstahl,Messer,Ulm,0,2025-11-24 03:00:00,1,iPhone,1&1,86315,113.155.41.184,8629.0,2,2,42,0.65,39.43,0,0,1,1,hoch
BW-2025-00202,Sachbeschädigung,Smartphone,Freiburg,1,2025-03-16 15:00:00,0,Desktop PC,Telekom,42536,179.88.148.223,6097.78,2,1,12,0.714,12.26,0,0,0,0,mittel
BW-2025-00203,Drogenhandel,Brecheisen,Stuttgart,1,2025-08-15 08:00:00,0,Desktop PC,1&1,66420,38.31.46.177,1244.87,1,1,34,0.441,9.02,1,1,1,1,mittel
BW-2025-00204,Betrug,Laptop,Pforzheim,0,2025-11-01 07:00:00,0,Android Smartphone,Vodafone,59036,111.33.94.102,6971.3,1,4,53,0.741,46.21,1,0,0,1,hoch
BW-2025-00205,Körperverletzung,Brecheisen,Freiburg,1,2025-03-13 08:00:00,0,iPhone,1&1,48722,117.125.93.150,4040.79,2,1,29,0.746,5.55,1,0,1,0,mittel
BW-2025-00206,Diebstahl,Laptop,Mannheim,1,2025-08-23 04:00:00,1,Laptop,O2,69681,211.197.235.42,2386.4,1,2,16,0.394,3.11,0,0,0,0,niedrig
BW-2025-00207,Raub,keines,Freiburg,1,2025-10-27 02:00:00,1,Tablet,Telekom,69303,92.164.13.42,14704.39,3,4,45,0.705,14.2,1,1,1,1,hoch
BW-2025-00208,Diebstahl,Online-Plattform,Stuttgart,1,2025-08-23 04:00:00,1,iPhone,Telekom,94930,38.255.49.66,9769.71,5,3,27,0.937,29.66,1,1,0,0,hoch
BW-2025-00209,Einbruchdiebstahl,Fahrzeug,Mannheim,1,2025-08-14 22:00:00,1,Desktop PC,Vodafone,83380,120.38.139.55,2908.08,1,0,48,0.228,11.11,1,1,1,0,mittel
BW-2025-00210,Körperverletzung,Fahrzeug,Ulm,0,2025-10-23 00:00:00,1,Android Smartphone,Vodafone,61849,18.121.37.10,983.53,3,1,3,0.302,2.28,1,0,1,1,niedrig
BW-2025-00211,Raub,keines,Ulm,0,2025-05-27 15:00:00,0,Tablet,Telekom,36972,82.65.155.72,1906.26,1,2,2,0.221,4.63,1,1,0,1,niedrig
BW-2025-00212,Diebstahl,Laptop,Mannheim,1,2025-05-15 12:00:00,0,Laptop,O2,69972,40.44.39.33,3566.7,2,2,46,0.512,14.32,0,0,0,1,mittel
BW-2025-00213,Cybercrime,keines,Freiburg,1,2025-09-25 23:00:00,1,Desktop PC,1&1,86939,40.62.80.58,0.0,1,1,19,0.509,2.19,1,0,0,0,niedrig
BW-2025-00214,Drogenhandel,Phishing-Mail,Heilbronn,1,2025-07-23 01:00:00,1,Desktop PC,Vodafone,90541,162.21.70.51,8749.3,2,0,20,0.237,1.94,0,1,0,1,mittel
BW-2025-00215,Diebstahl,Brecheisen,Freiburg,1,2025-07-28 11:00:00,0,iPhone,Vodafone,25328,57.220.1.126,785.33,4,3,26,0.594,14.83,0,1,1,1,hoch
BW-2025-00216,Drogenhandel,Brecheisen,Ulm,0,2025-09-19 22:00:00,1,Tablet,Vodafone,65448,58.141.141.237,4034.76,2,2,47,0.237,19.7,1,0,0,1,mittel
BW-2025-00217,Körperverletzung,Brecheisen,Mannheim,1,2025-04-06 18:00:00,0,Tablet,O2,34523,91.136.80.211,1325.23,1,1,27,0.089,3.95,0,0,0,1,niedrig
BW-2025-00218,Körperverletzung,Smartphone,Freiburg,1,2025-04-04 04:00:00,1,iPhone,1&1,35575,219.177.253.224,0.0,1,2,23,0.483,0.19,1,0,0,0,niedrig
BW-2025-00219,Sachbeschädigung,keines,Ulm,0,2025-10-31 00:00:00,1,Tablet,1&1,74054,53.209.31.232,9901.95,3,0,37,0.601,22.41,0,1,1,1,hoch
BW-2025-00220,Diebstahl,Smartphone,Heidelberg,0,2025-07-07 15:00:00,0,Laptop,Telekom,39470,148.160.183.235,11057.18,1,4,57,0.878,16.48,0,0,0,0,hoch
BW-2025-00221,Cybercrime,Brecheisen,Heilbronn,1,2025-12-15 17:00:00,0,Desktop PC,1&1,24838,157.157.99.119,0.0,3,0,22,0.365,0.77,1,0,1,0,niedrig
BW-2025-00222,Diebstahl,Online-Plattform,Freiburg,1,2025-10-29 07:00:00,0,Desktop PC,Telekom,81611,66.242.93.54,1980.54,1,0,22,0.495,4.13,0,0,1,1,niedrig
BW-2025-00223,Sachbeschädigung,Laptop,Heidelberg,0,2025-11-04 00:00:00,1,Laptop,Telekom,44447,100.60.87.43,3697.2,2,7,53,0.464,7.33,0,0,0,0,hoch
BW-2025-00224,Diebstahl,keines,Karlsruhe,1,2025-08-28 08:00:00,0,Android Smartphone,Vodafone,89988,172.253.65.135,5084.03,2,2,34,0.72,8.24,0,0,0,1,mittel
BW-2025-00225,Sachbeschädigung,Brecheisen,Mannheim,1,2025-02-10 12:00:00,0,Android Smartphone,Vodafone,84720,100.207.11.13,7677.8,5,4,45,0.698,25.23,0,1,1,1,hoch
BW-2025-00226,Cybercrime,Brecheisen,Freiburg,1,2025-07-02 12:00:00,0,Laptop,O2,77425,184.230.143.81,707.15,1,3,39,0.937,10.42,1,0,1,1,mittel
BW-2025-00227,Diebstahl,Brecheisen,Ulm,0,2025-03-28 14:00:00,0,iPhone,O2,27392,74.234.217.10,432.28,1,0,27,0.254,0.0,1,0,0,0,niedrig
BW-2025-00228,Einbruchdiebstahl,Phishing-Mail,Heidelberg,0,2025-04-08 01:00:00,1,Tablet,1&1,85684,172.229.24.162,1392.02,2,1,12,0.111,2.35,0,0,0,1,niedrig
BW-2025-00229,Cybercrime,Messer,Ulm,0,2025-03-05 13:00:00,0,Tablet,Telekom,62802,142.255.62.150,4150.7,1,0,28,0.853,6.32,0,0,1,0,mittel
BW-2025-00230,Cybercrime,Phishing-Mail,Heilbronn,1,2025-01-02 16:00:00,0,Tablet,O2,22208,198.30.90.232,205.78,1,1,22,0.119,4.35,0,0,1,0,niedrig
BW-2025-00231,Körperverletzung,Phishing-Mail,Karlsruhe,1,2025-05-29 16:00:00,0,Desktop PC,1&1,66314,222.41.55.36,1675.12,3,0,25,0.116,7.32,0,1,0,0,niedrig
BW-2025-00232,Raub,keines,Pforzheim,0,2025-08-19 13:00:00,0,Laptop,O2,81737,158.243.117.150,2182.53,3,0,20,0.073,3.14,0,1,1,0,niedrig
BW-2025-00233,Einbruchdiebstahl,keines,Freiburg,1,2025-03-09 23:00:00,1,iPhone,Telekom,92074,211.172.255.207,1532.15,1,0,19,0.453,3.75,0,1,0,0,niedrig
BW-2025-00234,Körperverletzung,Smartphone,Karlsruhe,1,2025-11-08 15:00:00,0,Android Smartphone,1&1,10088,120.132.65.77,3441.12,2,0,31,0.588,0.37,1,1,1,1,mittel
BW-2025-00235,Raub,Brecheisen,Pforzheim,0,2025-03-05 17:00:00,0,Android Smartphone,O2,95798,103.69.126.77,673.19,2,1,7,0.415,6.27,0,0,0,0,niedrig
BW-2025-00236,Cybercrime,Laptop,Freiburg,1,2025-09-28 13:00:00,0,Android Smartphone,Telekom,91999,89.53.218.128,3246.02,1,1,18,0.431,0.0,1,1,1,0,niedrig
BW-2025-00237,Raub,Messer,Karlsruhe,1,2025-05-26 16:00:00,0,iPhone,Telekom,72496,30.243.202.222,4016.94,3,0,25,0.765,24.18,1,0,0,1,mittel
BW-2025-00238,Einbruchdiebstahl,Fahrzeug,Heilbronn,1,2025-08-23 13:00:00,0,iPhone,Telekom,25806,119.28.196.5,922.96,3,1,10,0.659,11.97,1,0,1,0,niedrig
BW-2025-00239,Einbruchdiebstahl,keines,Karlsruhe,1,2025-03-02 23:00:00,1,Android Smartphone,1&1,23425,37.107.106.125,4550.05,3,1,16,0.747,13.72,0,1,0,1,hoch
BW-2025-00240,Drogenhandel,Phishing-Mail,Pforzheim,0,2025-04-01 21:00:00,0,Android Smartphone,1&1,94092,184.88.219.27,358.73,3,0,33,0.342,10.81,0,0,1,0,mittel
BW-2025-00241,Einbruchdiebstahl,Laptop,Stuttgart,1,2025-10-28 10:00:00,0,Desktop PC,Vodafone,56030,195.241.78.60,1397.89,4,0,24,0.107,0.0,1,1,0,1,niedrig
BW-2025-00242,Raub,Brecheisen,Ulm,0,2025-05-29 07:00:00,0,Desktop PC,1&1,21362,36.184.20.252,1049.45,2,0,20,0.352,8.26,0,0,1,0,niedrig
BW-2025-00243,Einbruchdiebstahl,Laptop,Ulm,0,2025-08-03 16:00:00,0,Laptop,1&1,28327,74.110.237.157,0.0,2,4,18,0.661,4.49,1,0,1,0,mittel
BW-2025-00244,Cybercrime,Laptop,Heidelberg,0,2025-01-19 07:00:00,0,Desktop PC,O2,96298,88.56.228.21,5939.54,3,1,20,0.298,8.7,1,1,1,0,mittel
BW-2025-00245,Raub,Fahrzeug,Ulm,0,2025-06-13 09:00:00,0,Laptop,Telekom,74865,109.201.101.178,2728.79,3,1,48,0.233,0.0,1,1,0,0,mittel
BW-2025-00246,Diebstahl,Fahrzeug,Heilbronn,1,2025-12-27 15:00:00,0,Desktop PC,Telekom,11581,103.112.238.151,0.0,3,3,31,0.806,11.26,1,1,1,0,hoch
BW-2025-00247,Drogenhandel,Brecheisen,Ulm,0,2025-09-07 10:00:00,0,Desktop PC,1&1,81612,185.213.74.70,710.28,1,0,17,0.342,0.94,0,0,1,0,niedrig
BW-2025-00248,Einbruchdiebstahl,keines,Karlsruhe,1,2025-01-10 09:00:00,0,iPhone,Telekom,44365,66.58.237.248,6611.25,2,3,25,0.836,12.0,0,0,1,0,mittel
BW-2025-00249,Betrug,Smartphone,Ulm,0,2025-12-09 01:00:00,1,Desktop PC,O2,64451,119.111.109.46,842.87,2,2,0,0.241,4.85,0,1,0,1,niedrig
BW-2025-00250,Sachbeschädigung,Laptop,Mannheim,1,2025-07-31 13:00:00,0,Laptop,Telekom,20357,141.228.221.74,0.0,3,1,21,0.513,6.37,0,1,0,0,mittel
BW-2025-00251,Raub,Brecheisen,Freiburg,1,2025-07-31 17:00:00,0,Tablet,Telekom,67342,197.222.141.93,0.0,2,1,27,0.67,14.01,1,0,0,1,mittel
BW-2025-00252,Raub,Smartphone,Heidelberg,0,2025-03-21 04:00:00,1,iPhone,1&1,69424,167.191.123.140,2045.41,2,1,18,0.195,9.61,0,0,1,1,niedrig
BW-2025-00253,Betrug,Online-Plattform,Mannheim,1,2025-04-04 16:00:00,0,iPhone,Telekom,11487,52.240.239.124,2037.48,2,2,17,0.686,8.44,0,0,1,0,niedrig
BW-2025-00254,Körperverletzung,Phishing-Mail,Pforzheim,0,2025-03-28 15:00:00,0,Android Smartphone,O2,45227,198.161.174.217,1924.22,1,1,36,0.519,1.77,1,1,1,1,mittel
BW-2025-00255,Diebstahl,Smartphone,Freiburg,1,2025-12-24 14:00:00,0,Tablet,O2,18371,78.80.171.6,3577.61,1,2,36,0.584,13.32,1,0,1,1,mittel
BW-2025-00256,Diebstahl,keines,Heilbronn,1,2025-02-07 20:00:00,0,Desktop PC,O2,75484,156.31.115.11,1755.85,1,0,23,0.447,6.85,0,0,1,0,niedrig
BW-2025-00257,Einbruchdiebstahl,Phishing-Mail,Mannheim,1,2025-03-20 17:00:00,0,Laptop,Telekom,39937,200.163.193.98,5398.87,1,1,32,0.442,10.4,0,0,0,1,mittel
BW-2025-00258,Betrug,Smartphone,Stuttgart,1,2025-11-19 01:00:00,1,Android Smartphone,Telekom,57707,109.10.241.88,5176.85,1,4,35,0.672,3.9,1,0,0,1,mittel
BW-2025-00259,Einbruchdiebstahl,Brecheisen,Stuttgart,1,2025-06-03 06:00:00,0,Desktop PC,1&1,52179,74.142.45.13,6901.64,4,3,64,0.835,35.09,1,1,0,1,hoch
BW-2025-00260,Sachbeschädigung,Phishing-Mail,Pforzheim,0,2025-03-23 12:00:00,0,iPhone,O2,75803,183.95.18.239,3862.22,2,3,32,0.27,12.21,1,1,0,1,mittel
BW-2025-00261,Betrug,Brecheisen,Heidelberg,0,2025-10-01 16:00:00,0,Desktop PC,Telekom,19034,130.16.105.102,0.0,1,2,9,0.564,8.68,0,1,0,0,niedrig
BW-2025-00262,Cybercrime,Online-Plattform,Freiburg,1,2025-01-06 10:00:00,0,iPhone,1&1,58354,62.95.47.89,2535.54,2,1,18,0.166,0.0,1,0,1,1,niedrig
BW-2025-00263,Cybercrime,Online-Plattform,Heidelberg,0,2025-12-03 19:00:00,0,Tablet,O2,35614,198.130.183.150,4433.73,2,1,41,0.719,13.0,0,1,1,0,mittel
BW-2025-00264,Raub,Brecheisen,Stuttgart,1,2025-06-09 01:00:00,1,Tablet,Telekom,80981,99.175.57.60,742.04,1,1,29,0.703,0.0,1,0,1,0,mittel
BW-2025-00265,Betrug,Phishing-Mail,Stuttgart,1,2025-03-12 23:00:00,1,Tablet,O2,36895,146.161.236.2,6282.26,3,4,19,0.729,6.21,0,0,0,1,mittel
BW-2025-00266,Raub,Messer,Heilbronn,1,2025-07-11 00:00:00,1,iPhone,Vodafone,22193,22.61.12.54,1159.66,2,1,10,0.315,3.18,0,0,0,0,niedrig
BW-2025-00267,Raub,Messer,Freiburg,1,2025-03-07 05:00:00,1,Tablet,Telekom,76247,45.45.246.164,304.11,1,0,11,0.24,8.21,0,0,0,0,niedrig
BW-2025-00268,Sachbeschädigung,Laptop,Stuttgart,1,2025-06-11 15:00:00,0,Tablet,Vodafone,48230,77.208.77.85,2843.11,1,0,19,0.25,2.35,1,0,0,0,niedrig
BW-2025-00269,Drogenhandel,Messer,Freiburg,1,2025-07-05 15:00:00,0,Laptop,1&1,40619,30.30.183.35,3829.86,3,3,85,0.827,9.95,1,1,1,1,hoch
BW-2025-00270,Raub,Brecheisen,Karlsruhe,1,2025-04-23 05:00:00,1,Android Smartphone,Telekom,68925,130.79.99.84,5788.48,1,0,16,0.086,13.25,0,1,0,0,mittel
BW-2025-00271,Drogenhandel,Messer,Karlsruhe,1,2025-05-22 17:00:00,0,Desktop PC,O2,69233,89.237.65.36,15385.22,5,5,43,0.019,4.37,0,1,0,1,hoch
BW-2025-00272,Körperverletzung,Online-Plattform,Karlsruhe,1,2025-07-27 16:00:00,0,iPhone,Vodafone,89076,21.83.13.249,2184.59,1,1,30,0.299,7.89,0,0,0,0,mittel
BW-2025-00273,Raub,Phishing-Mail,Mannheim,1,2025-08-31 20:00:00,0,iPhone,Vodafone,61936,142.114.23.224,10211.69,1,1,30,0.368,5.71,1,1,1,1,mittel
BW-2025-00274,Betrug,Online-Plattform,Pforzheim,0,2025-10-04 01:00:00,1,Android Smartphone,Telekom,69270,153.82.252.66,3668.73,2,0,40,0.447,5.69,1,1,0,0,mittel
BW-2025-00275,Raub,Laptop,Heilbronn,1,2025-03-24 21:00:00,0,iPhone,Vodafone,11567,26.201.141.46,2923.69,2,1,24,0.382,4.68,1,1,0,1,mittel
BW-2025-00276,Raub,Brecheisen,Heidelberg,0,2025-02-27 08:00:00,0,Tablet,O2,86326,161.11.224.244,5132.12,3,2,57,0.744,14.13,0,1,1,0,hoch
