case_id,deliktart,tatmittel,tatort_stadt,tatzeit,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00157,Raub,Laptop,Freiburg,2025-06-25 15:00:00,Android Smartphone,1&1,84420,183.165.141.149,3743.37,2,1,48,0,0,1,1,mittel
BW-2025-00158,Raub,Brecheisen,Ulm,2025-03-01 05:00:00,Tablet,O2,72580,93.215.143.16,5292.2,3,3,15,1,0,0,0,mittel
BW-2025-00159,Betrug,Online-Plattform,Ulm,2025-07-02 06:00:00,Android Smartphone,1&1,95679,103.11.155.16,0.0,1,1,44,1,1,0,1,niedrig
BW-2025-00160,Raub,Smartphone,Karlsruhe,2025-04-20 00:00:00,Tablet,O2,58174,168.88.23.232,9793.97,2,2,14,1,1,0,1,hoch
BW-2025-00161,Raub,Brecheisen,Heilbronn,2025-09-13 01:00:00,Android Smartphone,1&1,99173,204.54.156.101,1785.56,1,1,38,1,1,0,0,niedrig
BW-2025-00162,Diebstahl,keines,Freiburg,2025-02-12 03:00:00,iPhone,Telekom,78202,124.28.118.115,6406.45,1,3,7,0,0,0,1,mittel
BW-2025-00163,Raub,keines,Karlsruhe,2025-02-07 23:00:00,Desktop PC,1&1,83912,25.199.214.98,0.0,1,0,35,1,0,1,1,niedrig
BW-2025-00164,Körperverletzung,Online-Plattform,Stuttgart,2025-01-03 01:00:00,Tablet,O2,55158,190.76.108.115,3767.67,3,1,4,0,0,0,1,mittel
BW-2025-00165,Betrug,Laptop,Heilbronn,2025-10-07 02:00:00,iPhone,O2,60132,125.211.84.88,3812.39,4,1,24,0,0,1,1,mittel
BW-2025-00166,Sachbeschädigung,Laptop,Mannheim,2025-05-02 20:00:00,Laptop,Telekom,12979,87.97.132.94,11019.74,2,2,29,1,0,0,0,hoch
BW-2025-00167,Sachbeschädigung,Messer,Heidelberg,2025-08-25 07:00:00,Android Smartphone,1&1,14222,218.57.246.72,11469.11,3,3,42,0,1,0,0,hoch
BW-2025-00168,Sachbeschädigung,Smartphone,Heidelberg,2025-03-10 21:00:00,Android Smartphone,Telekom,15798,113.250.220.160,0.0,2,2,28,0,1,0,0,niedrig
BW-2025-00169,Raub,Fahrzeug,Stuttgart,2025-06-09 20:00:00,Android Smartphone,O2,28777,180.3.174.103,14424.11,2,1,33,1,1,0,1,hoch
BW-2025-00170,Raub,Messer,Pforzheim,2025-04-30 13:00:00,Laptop,Telekom,94320,182.221.26.143,7819.48,1,0,24,1,1,0,1,mittel
BW-2025-00171,Drogenhandel,Messer,Ulm,2025-09-14 23:00:00,Android Smartphone,O2,49418,192.35.192.222,0.0,1,2,9,0,1,0,0,niedrig
BW-2025-00172,Körperverletzung,Smartphone,Ulm,2025-09-23 03:00:00,Tablet,Vodafone,94765,31.61.245.179,8715.56,1,1,28,0,1,0,1,mittel
BW-2025-00173,Drogenhandel,Laptop,Heidelberg,2025-09-15 11:00:00,iPhone,O2,72835,64.121.193.67,0.0,2,0,21,0,0,0,0,niedrig
BW-2025-00174,Cybercrime,Smartphone,Heidelberg,2025-11-23 22:00:00,Android Smartphone,Telekom,82362,93.85.92.117,0.0,2,2,49,0,0,1,0,niedrig
BW-2025-00175,Cybercrime,Messer,Heilbronn,2025-07-30 13:00:00,Desktop PC,O2,22924,216.133.99.202,0.0,2,1,46,1,1,1,1,mittel
BW-2025-00176,Körperverletzung,Phishing-Mail,Heidelberg,2025-10-10 13:00:00,Laptop,O2,44180,152.165.211.155,0.0,2,3,37,0,0,0,0,mittel
BW-2025-00177,Sachbeschädigung,Online-Plattform,Mannheim,2025-06-07 00:00:00,Android Smartphone,O2,43728,206.107.154.10,0.0,2,1,31,1,0,1,1,mittel
BW-2025-00178,Körperverletzung,keines,Mannheim,2025-04-06 13:00:00,Laptop,Vodafone,19742,220.104.46.9,14564.67,1,0,42,1,0,0,0,mittel
BW-2025-00179,Betrug,Smartphone,Ulm,2025-02-16 09:00:00,Android Smartphone,Vodafone,58916,26.121.168.167,1852.6,3,1,39,0,0,0,1,mittel
BW-2025-00180,Körperverletzung,keines,Stuttgart,2025-01-09 02:00:00,iPhone,1&1,75826,219.43.18.67,8607.38,1,0,44,0,1,1,0,mittel
BW-2025-00181,Sachbeschädigung,Brecheisen,Karlsruhe,2025-06-14 12:00:00,iPhone,Vodafone,62022,31.58.154.255,4304.29,1,2,23,0,1,1,1,mittel
BW-2025-00182,Sachbeschädigung,keines,Heidelberg,2025-02-25 00:00:00,Android Smartphone,O2,59436,152.125.215.114,0.0,3,0,30,0,0,1,1,niedrig
BW-2025-00183,Betrug,Smartphone,Mannheim,2025-10-24 05:00:00,iPhone,1&1,37710,188.57.196.118,5183.92,1,1,36,1,0,0,0,mittel
BW-2025-00184,Körperverletzung,Online-Plattform,Stuttgart,2025-01-23 11:00:00,iPhone,O2,86943,47.233.188.253,0.0,1,1,48,0,1,0,0,niedrig
BW-2025-00185,Sachbeschädigung,Laptop,Pforzheim,2025-09-23 15:00:00,Android Smartphone,Vodafone,75639,201.214.61.160,3444.36,2,0,22,1,1,0,0,niedrig
BW-2025-00186,Betrug,Laptop,Ulm,2025-08-21 12:00:00,Android Smartphone,Telekom,69054,136.152.48.47,0.0,2,0,14,1,1,0,1,niedrig
BW-2025-00187,Drogenhandel,Messer,Ulm,2025-02-28 12:00:00,Android Smartphone,1&1,45123,50.123.6.103,6662.39,1,3,24,1,0,0,0,mittel
BW-2025-00188,Einbruchdiebstahl,Messer,Freiburg,2025-03-04 11:00:00,Laptop,Telekom,45358,37.43.214.156,42.45,1,1,8,0,1,1,1,niedrig
BW-2025-00189,Diebstahl,Brecheisen,Ulm,2025-03-12 12:00:00,Tablet,1&1,88240,164.25.101.234,0.0,3,2,50,0,0,1,0,mittel
BW-2025-00190,Drogenhandel,Messer,Stuttgart,2025-09-22 17:00:00,Laptop,1&1,32216,46.139.5.183,0.0,1,1,17,0,0,0,1,niedrig
BW-2025-00191,Cybercrime,Online-Plattform,Heilbronn,2025-04-25 03:00:00,Android Smartphone,Telekom,73469,211.92.215.20,0.0,3,1,4,1,1,1,1,mittel
BW-2025-00192,Drogenhandel,Online-Plattform,Heidelberg,2025-11-09 13:00:00,Tablet,Vodafone,61864,96.12.47.233,3949.58,2,1,39,0,0,1,0,mittel
BW-2025-00193,Sachbeschädigung,Phishing-Mail,Heilbronn,2025-04-03 22:00:00,Laptop,1&1,51180,56.121.162.209,2830.64,3,3,25,1,1,0,1,hoch
BW-2025-00194,Drogenhandel,Online-Plattform,Heilbronn,2025-08-11 11:00:00,Desktop PC,Vodafone,24927,155.88.129.223,4385.11,1,1,12,1,1,1,1,mittel
BW-2025-00195,Einbruchdiebstahl,Smartphone,Heilbronn,2025-07-18 21:00:00,Android Smartphone,1&1,93012,88.134.112.189,3768.89,2,2,15,0,1,1,0,mittel
BW-2025-00196,Cybercrime,Brecheisen,Ulm,2025-11-03 13:00:00,Tablet,Telekom,57124,190.158.77.242,0.0,2,3,34,1,1,1,0,mittel
BW-2025-00197,Diebstahl,Laptop,Heidelberg,2025-01-31 05:00:00,Laptop,Vodafone,11382,36.62.71.131,10292.4,3,1,16,1,1,1,0,hoch
BW-2025-00198,Raub,Fahrzeug,Heilbronn,2025-11-13 02:00:00,Laptop,1&1,23703,86.161.114.51,2288.54,3,1,26,0,1,0,1,mittel
BW-2025-00199,Diebstahl,Laptop,Mannheim,2025-08-23 04:00:00,Laptop,O2,72411,35.253.210.185,1433.94,2,1,28,1,0,1,1,mittel
BW-2025-00200,Körperverletzung,Phishing-Mail,Karlsruhe,2025-03-20 13:00:00,Laptop,Telekom,41970,143.24.45.53,0.0,1,1,11,0,1,0,0,niedrig
BW-2025-00201,Einbruchdiebstahl,Phishing-Mail,Ulm,2025-10-04 12:00:00,Tablet,Vodafone,13826,199.197.123.224,5582.85,1,3,39,0,0,1,1,mittel
BW-2025-00202,Raub,keines,Ulm,2025-05-27 15:00:00,Tablet,Telekom,80371,58.220.153.146,5734.05,1,0,23,0,1,0,0,niedrig
BW-2025-00203,Drogenhandel,Fahrzeug,Heilbronn,2025-12-01 03:00:00,iPhone,O2,55603,101.27.175.14,14520.38,2,1,29,1,1,1,0,hoch
BW-2025-00204,Einbruchdiebstahl,Online-Plattform,Karlsruhe,2025-03-22 11:00:00,Android Smartphone,O2,58929,188.133.14.184,2842.55,3,2,9,0,1,0,0,mittel
BW-2025-00205,Sachbeschädigung,Messer,Mannheim,2025-10-16 19:00:00,Desktop PC,1&1,74178,84.241.19.125,5248.82,2,1,8,0,1,0,0,mittel
BW-2025-00206,Einbruchdiebstahl,Phishing-Mail,Heilbronn,2025-09-03 02:00:00,Desktop PC,Telekom,60324,154.195.215.211,0.0,3,0,32,0,1,0,0,niedrig
BW-2025-00207,Körperverletzung,Messer,Heilbronn,2025-11-30 14:00:00,Tablet,1&1,48284,19.94.180.137,2665.05,2,0,17,0,0,0,0,niedrig
BW-2025-00208,Raub,Online-Plattform,Mannheim,2025-12-15 17:00:00,Tablet,1&1,81046,221.150.161.45,7790.56,2,3,48,0,0,1,1,hoch
BW-2025-00209,Betrug,keines,Heidelberg,2025-06-18 23:00:00,Tablet,Telekom,55688,220.21.31.255,958.15,2,1,5,1,0,1,1,mittel
BW-2025-00210,Körperverletzung,Laptop,Heidelberg,2025-10-20 07:00:00,Android Smartphone,O2,17780,156.240.100.125,6683.18,2,0,22,0,0,0,0,niedrig
BW-2025-00211,Cybercrime,Brecheisen,Freiburg,2025-07-02 12:00:00,Laptop,O2,46349,178.232.209.142,0.0,3,6,8,0,0,1,0,hoch
BW-2025-00212,Einbruchdiebstahl,Fahrzeug,Mannheim,2025-09-26 02:00:00,Laptop,Vodafone,59174,126.181.186.213,0.0,2,0,4,1,0,1,1,niedrig
BW-2025-00213,Diebstahl,Messer,Pforzheim,2025-11-30 04:00:00,Laptop,1&1,93209,181.5.84.66,3999.6,1,1,44,1,0,0,1,mittel
BW-2025-00214,Drogenhandel,Laptop,Ulm,2025-05-25 14:00:00,Android Smartphone,1&1,54270,151.28.139.5,2159.08,1,2,36,1,1,1,1,mittel
BW-2025-00215,Einbruchdiebstahl,keines,Freiburg,2025-03-09 23:00:00,iPhone,Telekom,67840,127.222.95.112,6904.94,2,1,0,1,0,0,0,mittel
BW-2025-00216,Sachbeschädigung,Fahrzeug,Mannheim,2025-07-07 01:00:00,Laptop,Vodafone,58738,181.29.63.198,6210.3,2,3,41,0,1,1,0,mittel
BW-2025-00217,Einbruchdiebstahl,Smartphone,Ulm,2025-10-21 00:00:00,Laptop,Vodafone,72496,30.243.202.222,705.64,1,4,8,0,0,0,0,mittel
BW-2025-00218,Raub,keines,Stuttgart,2025-03-24 07:00:00,iPhone,O2,40008,109.16.222.246,10108.07,1,0,5,1,0,1,0,mittel
BW-2025-00219,Diebstahl,Laptop,Freiburg,2025-04-04 14:00:00,Laptop,O2,79534,155.51.218.101,1648.38,1,1,0,1,0,0,0,niedrig
BW-2025-00220,Einbruchdiebstahl,keines,Freiburg,2025-10-09 01:00:00,Android Smartphone,Vodafone,28351,203.160.71.58,0.0,1,1,7,1,0,0,0,niedrig
BW-2025-00221,Sachbeschädigung,Phishing-Mail,Ulm,2025-06-19 03:00:00,Laptop,Vodafone,13515,179.141.65.8,2254.25,1,3,19,1,0,0,1,mittel
BW-2025-00222,Raub,Fahrzeug,Ulm,2025-06-13 09:00:00,Laptop,Telekom,75481,174.89.93.31,8251.96,3,1,38,1,1,0,0,mittel
BW-2025-00223,Diebstahl,Smartphone,Freiburg,2025-09-22 01:00:00,Laptop,Vodafone,19567,15.69.193.168,671.1,1,0,37,1,1,0,1,niedrig
BW-2025-00224,Diebstahl,Smartphone,Pforzheim,2025-02-11 06:00:00,Android Smartphone,Telekom,62727,32.25.253.56,131.76,3,0,40,1,1,1,1,mittel
BW-2025-00225,Einbruchdiebstahl,Online-Plattform,Karlsruhe,2025-12-16 01:00:00,Laptop,Telekom,86865,173.97.27.141,1319.7,1,2,48,0,0,1,1,mittel
BW-2025-00226,Diebstahl,Online-Plattform,Ulm,2025-06-16 21:00:00,Android Smartphone,Telekom,90254,166.220.112.209,515.0,2,0,3,0,1,0,1,niedrig
BW-2025-00227,Cybercrime,Brecheisen,Karlsruhe,2025-01-08 17:00:00,iPhone,Vodafone,31884,106.50.213.216,13608.19,3,1,8,0,1,1,1,hoch
BW-2025-00228,Cybercrime,Laptop,Stuttgart,2025-07-05 16:00:00,Laptop,1&1,69663,141.194.153.240,1368.59,2,0,23,0,1,0,1,niedrig
BW-2025-00229,Betrug,keines,Mannheim,2025-06-24 03:00:00,Laptop,Vodafone,15772,14.37.79.189,4286.39,2,2,15,0,0,0,0,mittel
BW-2025-00230,Betrug,keines,Freiburg,2025-05-03 04:00:00,Tablet,Vodafone,42540,117.143.202.203,0.0,1,0,46,0,1,0,1,niedrig
BW-2025-00231,Drogenhandel,Online-Plattform,Karlsruhe,2025-03-23 12:00:00,Desktop PC,O2,62550,28.165.41.180,2850.93,3,0,29,0,0,0,0,niedrig
BW-2025-00232,Cybercrime,Online-Plattform,Freiburg,2025-01-06 10:00:00,iPhone,1&1,91620,73.25.252.29,6126.42,1,0,29,1,0,1,1,mittel
BW-2025-00233,Drogenhandel,keines,Heidelberg,2025-04-13 18:00:00,Desktop PC,Vodafone,80981,99.175.57.60,2926.1,3,2,40,0,1,0,0,mittel
BW-2025-00234,Betrug,Phishing-Mail,Stuttgart,2025-03-12 23:00:00,Tablet,O2,17850,47.114.150.164,8957.44,1,1,45,0,0,1,1,mittel
BW-2025-00235,Cybercrime,Laptop,Stuttgart,2025-09-12 06:00:00,Android Smartphone,1&1,93521,220.233.22.145,4080.1,2,5,25,1,0,0,0,hoch
BW-2025-00236,Diebstahl,Smartphone,Ulm,2025-07-19 02:00:00,Android Smartphone,Vodafone,51688,126.231.240.66,7538.34,3,1,17,1,1,1,1,mittel
BW-2025-00237,Raub,Laptop,Heidelberg,2025-04-17 02:00:00,Android Smartphone,Telekom,51160,115.17.52.226,1333.54,1,1,7,0,0,1,1,niedrig
BW-2025-00238,Drogenhandel,Fahrzeug,Heilbronn,2025-06-30 21:00:00,Laptop,1&1,89076,21.83.13.249,4882.14,2,1,13,0,0,0,1,mittel
BW-2025-00239,Drogenhandel,Brecheisen,Karlsruhe,2025-09-28 12:00:00,Android Smartphone,O2,14073,114.134.63.179,6679.89,1,2,28,0,1,1,0,mittel
BW-2025-00240,Raub,Laptop,Heilbronn,2025-03-24 21:00:00,iPhone,Vodafone,35969,221.220.66.200,5904.68,4,1,25,0,0,0,0,mittel
BW-2025-00241,Drogenhandel,Laptop,Pforzheim,2025-02-14 00:00:00,iPhone,Telekom,53456,42.93.249.18,4122.23,3,2,2,0,1,0,0,mittel
BW-2025-00242,Körperverletzung,Smartphone,Mannheim,2025-09-27 15:00:00,Desktop PC,1&1,32650,101.156.6.121,3789.96,2,0,13,1,0,1,1,mittel
BW-2025-00243,Einbruchdiebstahl,Online-Plattform,Pforzheim,2025-01-24 15:00:00,Tablet,Vodafone,82179,133.161.197.103,7831.34,1,0,3,0,1,1,1,mittel
BW-2025-00244,Diebstahl,Online-Plattform,Ulm,2025-05-17 03:00:00,Android Smartphone,1&1,72873,150.101.132.206,0.0,3,1,50,0,0,1,1,mittel
BW-2025-00245,Körperverletzung,Phishing-Mail,Freiburg,2025-05-03 18:00:00,Tablet,O2,46822,25.255.213.189,4651.96,1,0,30,0,1,0,0,niedrig
BW-2025-00246,Drogenhandel,Fahrzeug,Mannheim,2025-06-14 15:00:00,iPhone,Vodafone,56504,55.120.100.79,10044.86,2,2,11,1,0,0,1,hoch
BW-2025-00247,Raub,Phishing-Mail,Freiburg,2025-08-29 01:00:00,Desktop PC,Telekom,33010,136.141.61.221,0.0,2,2,2,0,0,1,1,mittel
BW-2025-00248,Diebstahl,Smartphone,Heidelberg,2025-01-14 14:00:00,Desktop PC,Vodafone,27103,98.59.252.23,4097.1,1,1,45,1,0,1,0,mittel
BW-2025-00249,Einbruchdiebstahl,Phishing-Mail,Stuttgart,2025-04-07 16:00:00,iPhone,Vodafone,96787,112.69.192.48,5925.91,2,1,37,0,1,0,1,mittel
BW-2025-00250,Diebstahl,Phishing-Mail,Pforzheim,2025-04-18 12:00:00,Laptop,Vodafone,83659,188.141.44.140,0.0,1,3,39,1,1,1,0,mittel
BW-2025-00251,Drogenhandel,Fahrzeug,Mannheim,2025-07-21 01:00:00,Tablet,O2,84381,19.74.60.75,0.0,3,3,11,0,0,0,1,mittel
BW-2025-00252,Drogenhandel,Fahrzeug,Karlsruhe,2025-08-15 01:00:00,Tablet,Vodafone,32005,173.221.34.213,4542.26,2,4,5,0,0,1,1,hoch
BW-2025-00253,Drogenhandel,keines,Stuttgart,2025-06-20 08:00:00,Laptop,Vodafone,10167,23.83.100.75,8621.41,2,1,24,0,1,1,0,mittel
BW-2025-00254,Körperverletzung,Messer,Mannheim,2025-09-16 12:00:00,Tablet,1&1,85766,177.165.240.255,4687.4,1,1,48,1,1,0,1,mittel
BW-2025-00255,Raub,Brecheisen,Heilbronn,2025-07-21 07:00:00,iPhone,Telekom,19725,98.128.190.23,0.0,2,1,10,0,1,1,0,niedrig
BW-2025-00256,Sachbeschädigung,Brecheisen,Karlsruhe,2025-08-19 16:00:00,Desktop PC,Telekom,89602,122.39.193.185,144.28,3,1,10,1,0,1,0,mittel
BW-2025-00257,Betrug,Laptop,Freiburg,2025-10-07 09:00:00,Android Smartphone,Vodafone,22571,23.180.232.145,2221.34,1,2,25,1,1,1,0,mittel
BW-2025-00258,Körperverletzung,Brecheisen,Stuttgart,2025-10-19 21:00:00,Laptop,Telekom,22712,17.150.157.72,6536.1,2,1,13,0,1,1,0,mittel
BW-2025-00259,Einbruchdiebstahl,Online-Plattform,Karlsruhe,2025-07-30 12:00:00,Tablet,Telekom,21945,175.81.90.224,0.0,2,0,34,1,1,1,1,niedrig
BW-2025-00260,Sachbeschädigung,Brecheisen,Freiburg,2025-05-08 08:00:00,Tablet,O2,70956,78.110.60.73,13809.12,2,2,14,1,0,1,1,hoch
BW-2025-00261,Cybercrime,Smartphone,Mannheim,2025-08-23 16:00:00,iPhone,Telekom,78495,118.43.120.185,3937.72,1,0,34,1,0,0,1,niedrig
BW-2025-00262,Körperverletzung,Fahrzeug,Heilbronn,2025-09-27 12:00:00,Laptop,Telekom,32659,53.203.79.189,1788.66,2,0,13,0,0,0,1,niedrig
BW-2025-00263,Raub,Brecheisen,Stuttgart,2025-10-25 05:00:00,Tablet,Telekom,18783,33.71.110.63,0.0,1,3,24,0,0,1,1,mittel
BW-2025-00264,Sachbeschädigung,Phishing-Mail,Pforzheim,2025-01-09 10:00:00,Desktop PC,1&1,29424,156.12.76.183,9297.1,3,0,37,1,0,1,0,mittel
BW-2025-00265,Diebstahl,Laptop,Karlsruhe,2025-10-08 12:00:00,Laptop,O2,14910,55.21.72.4,11153.91,2,3,17,1,1,1,1,hoch
BW-2025-00266,Sachbeschädigung,Brecheisen,Ulm,2025-08-15 07:00:00,iPhone,1&1,58816,16.45.251.154,3515.4,3,2,21,0,0,1,1,mittel
BW-2025-00267,Cybercrime,Online-Plattform,Pforzheim,2025-06-05 14:00:00,Tablet,Telekom,45313,197.146.153.46,10811.84,2,0,26,0,1,1,1,mittel
BW-2025-00268,Diebstahl,Fahrzeug,Heilbronn,2025-11-27 17:00:00,Android Smartphone,1&1,50779,192.166.87.28,0.0,1,2,32,1,0,0,0,niedrig
BW-2025-00269,Sachbeschädigung,Brecheisen,Stuttgart,2025-05-18 00:00:00,Android Smartphone,Vodafone,16626,103.65.138.131,10773.94,2,0,45,0,0,0,1,mittel
BW-2025-00270,Raub,Online-Plattform,Freiburg,2025-03-26 13:00:00,Tablet,1&1,87862,125.51.213.175,0.0,2,1,11,0,0,1,1,niedrig
BW-2025-00271,Körperverletzung,Phishing-Mail,Freiburg,2025-03-03 16:00:00,Android Smartphone,O2,31352,157.127.129.3,7909.71,2,2,49,1,0,1,0,mittel
BW-2025-00272,Raub,Fahrzeug,Heidelberg,2025-10-07 13:00:00,Android Smartphone,O2,94852,55.86.224.205,0.0,1,1,38,0,0,1,0,niedrig
BW-2025-00273,Betrug,Fahrzeug,Pforzheim,2025-07-07 23:00:00,Desktop PC,O2,43029,66.220.140.120,4010.03,3,2,29,1,1,1,1,mittel
BW-2025-00274,Cybercrime,Messer,Karlsruhe,2025-07-12 23:00:00,iPhone,O2,54077,81.199.155.54,0.0,1,2,40,1,0,1,0,mittel
BW-2025-00275,Drogenhandel,Online-Plattform,Pforzheim,2025-04-13 08:00:00,Laptop,Vodafone,99228,46.210.107.141,9644.43,3,1,46,0,0,1,1,mittel
BW-2025-00276,Betrug,keines,Pforzheim,2025-10-04 04:00:00,Laptop,1&1,39145,186.178.139.61,5223.14,2,0,34,1,0,0,1,mittel
BW-2025-00277,Körperverletzung,Phishing-Mail,Pforzheim,2025-07-20 13:00:00,Android Smartphone,Vodafone,83273,206.78.155.175,4457.1,1,1,11,0,1,0,1,mittel
BW-2025-00278,Drogenhandel,Laptop,Heidelberg,2025-07-29 15:00:00,Laptop,Vodafone,86751,86.70.239.51,2294.71,3,1,29,1,1,1,1,mittel
BW-2025-00279,Diebstahl,keines,Stuttgart,2025-11-19 08:00:00,Desktop PC,Telekom,64146,24.215.1.88,0.0,2,2,9,0,0,1,1,mittel
BW-2025-00280,Einbruchdiebstahl,Fahrzeug,Freiburg,2025-04-08 18:00:00,Tablet,1&1,53598,172.139.93.21,0.0,3,1,11,1,0,0,1,mittel
BW-2025-00281,Drogenhandel,Smartphone,Stuttgart,2025-05-23 22:00:00,Tablet,O2,26961,168.78.139.93,2788.86,2,0,27,0,0,1,0,niedrig
BW-2025-00282,Sachbeschädigung,Messer,Ulm,2025-01-04 04:00:00,Tablet,1&1,52233,204.192.197.227,0.0,2,2,33,0,0,1,0,niedrig
BW-2025-00283,Raub,Smartphone,Stuttgart,2025-08-24 01:00:00,Android Smartphone,Vodafone,75973,161.179.31.74,9753.42,3,0,19,1,0,0,1,mittel
BW-2025-00284,Einbruchdiebstahl,Laptop,Stuttgart,2025-11-08 05:00:00,Laptop,O2,74248,102.247.221.161,6811.86,3,3,48,1,1,0,1,hoch
BW-2025-00285,Raub,Brecheisen,Ulm,2025-06-03 03:00:00,iPhone,Vodafone,26143,104.216.239.252,1635.11,2,0,45,0,0,0,0,niedrig
BW-2025-00286,Betrug,Messer,Pforzheim,2025-02-02 17:00:00,Desktop PC,Telekom,64627,124.190.148.195,2677.79,2,2,24,0,0,0,0,mittel
BW-2025-00287,Diebstahl,Online-Plattform,Heilbronn,2025-01-07 08:00:00,Android Smartphone,Vodafone,91631,166.10.218.11,2410.88,1,2,44,1,1,0,1,mittel
BW-2025-00288,Einbruchdiebstahl,Messer,Karlsruhe,2025-07-12 23:00:00,Desktop PC,Telekom,89823,62.34.198.139,7123.47,2,1,49,0,0,1,0,mittel
BW-2025-00289,Cybercrime,Fahrzeug,Freiburg,2025-04-20 11:00:00,Tablet,O2,53332,71.8.137.144,12397.69,2,0,0,0,1,0,1,mittel
BW-2025-00290,Betrug,Laptop,Karlsruhe,2025-04-12 19:00:00,Desktop PC,1&1,94454,70.45.82.11,0.0,2,2,29,0,0,0,1,mittel
BW-2025-00291,Cybercrime,Online-Plattform,Heilbronn,2025-04-30 06:00:00,iPhone,Telekom,65836,200.16.248.124,193.04,4,1,7,0,1,1,1,mittel
BW-2025-00292,Diebstahl,Smartphone,Stuttgart,2025-08-13 08:00:00,Android Smartphone,Vodafone,58840,219.161.127.232,6915.3,2,3,21,1,1,1,0,hoch
BW-2025-00293,Einbruchdiebstahl,Laptop,Ulm,2025-07-05 13:00:00,Tablet,1&1,24818,44.236.71.84,3904.95,3,0,44,1,1,1,0,mittel
BW-2025-00294,Betrug,Brecheisen,Karlsruhe,2025-10-27 02:00:00,Tablet,1&1,99714,197.46.238.179,3889.05,2,1,8,0,1,1,0,mittel
BW-2025-00295,Körperverletzung,keines,Karlsruhe,2025-02-01 09:00:00,Tablet,1&1,98857,145.90.119.102,0.0,3,1,49,0,1,1,0,niedrig
BW-2025-00296,Raub,Phishing-Mail,Karlsruhe,2025-11-25 23:00:00,Tablet,Vodafone,11526,175.181.199.35,7523.14,1,4,10,1,1,0,0,hoch
BW-2025-00297,Körperverletzung,keines,Mannheim,2025-08-07 21:00:00,iPhone,1&1,76444,68.3.75.101,8352.62,1,3,35,0,1,1,0,mittel
BW-2025-00298,Sachbeschädigung,Messer,Heidelberg,2025-10-31 05:00:00,iPhone,1&1,51426,41.99.146.97,2324.75,2,1,31,1,0,1,1,mittel
BW-2025-00299,Betrug,Laptop,Ulm,2025-01-01 02:00:00,Tablet,Telekom,54676,104.4.3.45,0.0,1,2,3,0,1,0,1,mittel
BW-2025-00300,Raub,keines,Freiburg,2025-09-06 00:00:00,Desktop PC,1&1,10287,98.99.46.30,0.0,1,1,22,1,0,0,0,niedrig
BW-2025-00301,Cybercrime,Phishing-Mail,Karlsruhe,2025-12-03 03:00:00,iPhone,Vodafone,90065,61.39.232.216,3763.62,1,2,12,0,1,0,1,mittel
BW-2025-00302,Diebstahl,Messer,Heidelberg,2025-08-19 16:00:00,Tablet,Vodafone,69048,128.23.95.57,7417.94,1,1,42,0,1,0,0,mittel
BW-2025-00303,Einbruchdiebstahl,keines,Stuttgart,2025-10-23 11:00:00,Desktop PC,Telekom,23573,110.45.3.2,0.0,1,2,42,1,0,0,0,niedrig
BW-2025-00304,Drogenhandel,Messer,Ulm,2025-07-06 18:00:00,Desktop PC,Vodafone,27481,46.95.195.213,6059.88,2,2,26,1,1,1,1,mittel
BW-2025-00305,Cybercrime,Phishing-Mail,Heidelberg,2025-07-18 08:00:00,Android Smartphone,Vodafone,25126,205.194.38.255,6415.18,2,0,22,1,0,0,1,mittel
BW-2025-00306,Körperverletzung,Messer,Pforzheim,2025-12-23 20:00:00,Tablet,Telekom,16955,182.149.199.47,2149.96,2,0,3,0,0,1,0,niedrig
BW-2025-00307,Raub,Online-Plattform,Mannheim,2025-04-10 23:00:00,Laptop,O2,57013,219.100.5.168,0.0,2,1,28,0,1,0,0,niedrig
BW-2025-00308,Diebstahl,Fahrzeug,Ulm,2025-02-02 01:00:00,Android Smartphone,O2,82368,24.197.251.6,3809.52,3,1,0,1,1,1,1,mittel
BW-2025-00309,Cybercrime,Fahrzeug,Heilbronn,2025-05-15 02:00:00,Android Smartphone,O2,99477,30.16.102.101,0.0,3,1,11,0,1,1,0,niedrig
BW-2025-00310,Einbruchdiebstahl,Laptop,Ulm,2025-07-10 12:00:00,iPhone,1&1,10739,95.159.195.76,5475.23,1,0,29,1,0,0,1,niedrig
BW-2025-00311,Einbruchdiebstahl,Smartphone,Mannheim,2025-07-25 14:00:00,Laptop,Telekom,78864,67.79.110.59,11309.82,2,0,11,1,1,0,1,mittel
BW-2025-00312,Diebstahl,Brecheisen,Ulm,2025-03-04 18:00:00,Desktop PC,1&1,53393,103.93.63.27,0.0,2,3,18,1,0,0,1,mittel
BW-2025-00313,Raub,keines,Stuttgart,2025-11-01 05:00:00,iPhone,O2,59987,214.212.49.204,3563.51,1,4,7,0,0,0,1,mittel
BW-2025-00314,Sachbeschädigung,Online-Plattform,Pforzheim,2025-12-18 02:00:00,iPhone,O2,95397,60.72.125.248,5248.37,1,3,20,1,1,0,1,mittel
BW-2025-00315,Diebstahl,Laptop,Mannheim,2025-02-14 16:00:00,Desktop PC,Telekom,36945,148.170.66.147,6362.24,1,1,44,0,0,1,0,mittel
