case_id,deliktart,tatmittel,tatort_stadt,tatort_urban,tatzeit,tatzeit_nacht,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,netzwerk_score,vorplanungszeit_h,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00137,Diebstahl,Brecheisen,Freiburg,1,2025-07-28 11:00:00,0,iPhone,Vodafone,76954,110.114.84.36,972.18,1,1,17,0.206,1.44,0,0,1,0,niedrig
BW-2025-00138,Sachbeschädigung,Brecheisen,Ulm,0,2025-11-29 05:00:00,1,Tablet,Vodafone,28388,58.229.177.64,197.52,1,0,5,0.373,0.23,0,0,1,1,niedrig
BW-2025-00139,Drogenhandel,keines,Stuttgart,1,2025-11-27 19:00:00,0,Laptop,Telekom,63626,186.72.71.240,652.96,1,0,15,0.385,3.93,0,0,1,1,niedrig
BW-2025-00140,Körperverletzung,Messer,Heilbronn,1,2025-02-26 10:00:00,0,Tablet,Vodafone,46025,68.143.86.155,2751.42,1,4,34,0.326,7.82,0,0,1,0,mittel
BW-2025-00141,Cybercrime,Brecheisen,Heilbronn,1,2025-12-15 17:00:00,0,Desktop PC,1&1,81046,221.150.161.45,514.17,1,1,15,0.153,1.1,0,0,1,1,niedrig
BW-2025-00142,Betrug,keines,Heidelberg,0,2025-06-18 23:00:00,1,Tablet,Telekom,55688,220.21.31.255,11221.51,2,1,52,0.954,45.25,1,0,1,1,hoch
BW-2025-00143,Diebstahl,keines,Karlsruhe,1,2025-08-28 08:00:00,0,Android Smartphone,Vodafone,37124,217.49.89.55,5130.76,1,1,17,0.39,5.69,1,0,0,0,mittel
BW-2025-00144,Betrug,Phishing-Mail,Pforzheim,0,2025-08-09 22:00:00,1,Desktop PC,Vodafone,27771,203.6.43.91,6536.06,3,1,23,0.456,6.28,1,1,1,0,mittel
BW-2025-00145,Sachbeschädigung,Smartphone,Pforzheim,0,2025-06-20 10:00:00,0,Android Smartphone,Vodafone,74154,47.101.92.57,6581.49,3,1,44,0.862,30.93,0,1,0,1,hoch
BW-2025-00146,Cybercrime,Messer,Ulm,0,2025-03-05 13:00:00,0,Tablet,Telekom,73968,94.201.58.231,2734.58,1,1,19,0.32,9.39,1,1,1,1,mittel
BW-2025-00147,Betrug,Laptop,Heilbronn,1,2025-12-31 20:00:00,0,Laptop,Telekom,74843,79.190.212.134,1344.5,1,0,12,0.303,2.83,1,0,1,0,niedrig
BW-2025-00148,Drogenhandel,Online-Plattform,Freiburg,1,2025-11-28 07:00:00,0,Desktop PC,Vodafone,92074,211.172.255.207,1150.36,1,1,5,0.147,0.8,1,0,0,0,niedrig
BW-2025-00149,Körperverletzung,Smartphone,Karlsruhe,1,2025-11-08 15:00:00,0,Android Smartphone,1&1,95196,88.71.14.214,1246.66,1,1,20,0.376,13.58,0,1,0,0,mittel
BW-2025-00150,Einbruchdiebstahl,Online-Plattform,Karlsruhe,1,2025-02-26 06:00:00,0,Laptop,O2,91999,89.53.218.128,775.03,1,1,15,0.169,4.54,1,0,0,1,niedrig
BW-2025-00151,Raub,Messer,Karlsruhe,1,2025-05-26 16:00:00,0,iPhone,Telekom,78084,185.19.89.30,1783.84,2,0,27,0.547,14.77,1,0,0,0,mittel
BW-2025-00152,Körperverletzung,Smartphone,Stuttgart,1,2025-10-16 07:00:00,0,Laptop,Telekom,60209,33.222.102.201,960.22,2,3,21,0.517,14.56,0,1,0,0,mittel
BW-2025-00153,Diebstahl,Laptop,Freiburg,1,2025-04-04 14:00:00,0,Laptop,O2,79534,155.51.218.101,4813.47,1,1,18,0.37,12.25,1,0,0,0,mittel
BW-2025-00154,Betrug,Brecheisen,Heilbronn,1,2025-04-14 08:00:00,0,Laptop,Vodafone,23168,46.215.230.161,12007.61,4,1,47,0.949,46.99,1,1,0,0,hoch
BW-2025-00155,Diebstahl,Messer,Freiburg,1,2025-04-06 10:00:00,0,Tablet,O2,82534,164.219.19.2,3550.65,1,0,25,0.629,7.46,0,1,0,0,mittel
BW-2025-00156,Cybercrime,Smartphone,Pforzheim,0,2025-09-25 10:00:00,0,Android Smartphone,Vodafone,60578,39.220.196.194,459.39,2,0,6,0.182,4.99,1,0,0,1,niedrig
BW-2025-00157,Raub,keines,Karlsruhe,1,2025-09-04 12:00:00,0,Desktop PC,Telekom,57895,150.222.0.91,0.0,1,0,11,0.348,1.49,1,0,1,1,niedrig
BW-2025-00158,Einbruchdiebstahl,keines,Karlsruhe,1,2025-01-10 09:00:00,0,iPhone,Telekom,62163,140.177.59.128,3695.59,2,1,17,0.68,4.81,1,0,0,0,mittel
BW-2025-00159,Cybercrime,Messer,Ulm,0,2025-04-15 05:00:00,1,Tablet,Telekom,77017,63.4.192.42,3975.3,2,2,19,0.694,7.91,1,0,1,0,mittel
BW-2025-00160,Einbruchdiebstahl,Phishing-Mail,Ulm,0,2025-07-31 17:00:00,0,Desktop PC,Telekom,21300,122.58.81.21,2638.15,2,0,31,0.561,7.42,1,0,0,0,mittel
BW-2025-00161,Diebstahl,keines,Stuttgart,1,2025-03-23 12:00:00,0,Laptop,Vodafone,75065,99.193.170.214,750.71,2,1,5,0.127,0.77,0,0,0,0,niedrig
BW-2025-00162,Cybercrime,Brecheisen,Freiburg,1,2025-03-22 14:00:00,0,Android Smartphone,O2,78662,27.89.234.40,5439.78,1,0,26,0.313,14.05,0,1,1,1,mittel
BW-2025-00163,Cybercrime,Laptop,Heilbronn,1,2025-02-07 20:00:00,0,Tablet,O2,43438,208.248.226.248,1549.52,1,0,18,0.279,3.04,1,0,1,0,niedrig
BW-2025-00164,Diebstahl,Laptop,Heidelberg,0,2025-01-31 01:00:00,1,Desktop PC,Telekom,57707,109.10.241.88,3548.26,1,1,16,0.619,6.72,0,0,0,1,mittel
BW-2025-00165,Einbruchdiebstahl,Brecheisen,Stuttgart,1,2025-06-03 06:00:00,0,Desktop PC,1&1,45554,222.116.138.17,2584.65,2,0,32,0.492,10.2,1,0,1,1,mittel
BW-2025-00166,Diebstahl,Phishing-Mail,Karlsruhe,1,2025-05-03 10:00:00,0,Desktop PC,Telekom,70960,83.69.67.67,4535.28,1,2,33,0.342,5.9,0,0,1,0,mittel
BW-2025-00167,Cybercrime,Phishing-Mail,Karlsruhe,1,2025-01-06 10:00:00,0,Desktop PC,1&1,91620,73.25.252.29,2241.22,1,1,6,0.198,2.59,1,0,1,1,niedrig
BW-2025-00168,Körperverletzung,Phishing-Mail,Heilbronn,1,2025-04-13 18:00:00,0,Android Smartphone,Vodafone,80981,99.175.57.60,2629.23,1,0,34,0.443,6.87,0,1,0,0,mittel
BW-2025-00169,Betrug,Phishing-Mail,Stuttgart,1,2025-03-12 23:00:00,1,Tablet,O2,17850,47.114.150.164,4378.95,2,0,26,0.342,10.64,0,0,1,1,mittel
BW-2025-00170,Cybercrime,Laptop,Stuttgart,1,2025-09-12 06:00:00,0,Android Smartphone,1&1,93521,220.233.22.145,1887.19,1,2,18,0.284,2.42,1,0,0,0,niedrig
BW-2025-00171,Sachbeschädigung,Laptop,Stuttgart,1,2025-06-11 15:00:00,0,Tablet,Vodafone,52762,92.108.59.10,11605.64,5,3,43,0.633,12.29,1,1,1,1,hoch
BW-2025-00172,Körperverletzung,Online-Plattform,Heidelberg,0,2025-04-03 22:00:00,1,iPhone,Vodafone,68925,130.79.99.84,2022.87,1,1,28,0.435,5.19,0,0,0,0,mittel
BW-2025-00173,Drogenhandel,Messer,Karlsruhe,1,2025-05-22 17:00:00,0,Desktop PC,O2,25717,34.37.210.199,3928.03,3,2,19,0.699,14.7,1,1,1,1,mittel
BW-2025-00174,Einbruchdiebstahl,Online-Plattform,Stuttgart,1,2025-04-12 06:00:00,0,Android Smartphone,O2,77300,23.136.7.20,4488.69,4,1,44,0.703,27.58,0,0,1,1,hoch
BW-2025-00175,Cybercrime,Online-Plattform,Mannheim,1,2025-11-05 16:00:00,0,iPhone,1&1,28322,42.23.143.147,1039.53,1,1,8,0.321,3.84,0,0,1,0,niedrig
BW-2025-00176,Betrug,Smartphone,Heidelberg,0,2025-10-01 11:00:00,0,Android Smartphone,Vodafone,12857,27.129.61.69,7657.3,2,2,16,0.495,13.48,1,0,1,0,mittel
BW-2025-00177,Raub,keines,Mannheim,1,2025-03-25 15:00:00,0,iPhone,O2,85220,121.227.86.7,2741.06,2,1,26,0.454,8.59,0,1,0,0,mittel
BW-2025-00178,Sachbeschädigung,keines,Stuttgart,1,2025-04-28 23:00:00,1,Tablet,1&1,46681,125.45.206.19,2265.69,2,2,24,0.395,14.66,1,0,0,1,mittel
BW-2025-00179,Einbruchdiebstahl,Smartphone,Heidelberg,0,2025-10-09 06:00:00,0,Laptop,1&1,60202,46.33.230.78,10295.2,3,3,68,0.744,32.53,1,0,0,1,hoch
BW-2025-00180,Sachbeschädigung,Fahrzeug,Heidelberg,0,2025-09-19 02:00:00,1,Desktop PC,Telekom,84141,139.156.216.57,2456.34,1,2,15,0.609,4.57,1,1,1,1,mittel
BW-2025-00181,Drogenhandel,Messer,Pforzheim,0,2025-08-06 16:00:00,0,Android Smartphone,Telekom,71824,146.136.223.237,2929.62,2,1,28,0.432,8.39,0,0,1,0,mittel
BW-2025-00182,Drogenhandel,Fahrzeug,Mannheim,1,2025-06-14 15:00:00,0,iPhone,Vodafone,56504,55.120.100.79,267.8,1,0,12,0.285,3.53,1,0,0,1,niedrig
BW-2025-00183,Einbruchdiebstahl,Fahrzeug,Freiburg,1,2025-08-29 01:00:00,1,Laptop,Telekom,33010,136.141.61.221,7605.39,3,0,66,0.743,30.27,0,0,1,1,hoch
BW-2025-00184,Betrug,Laptop,Stuttgart,1,2025-01-14 14:00:00,0,Android Smartphone,Vodafone,27103,98.59.252.23,4060.82,3,2,34,0.408,3.69,1,0,1,0,mittel
BW-2025-00185,Einbruchdiebstahl,Phishing-Mail,Stuttgart,1,2025-04-07 16:00:00,0,iPhone,Vodafone,96787,112.69.192.48,1236.58,1,0,11,0.167,0.9,0,1,0,1,niedrig
BW-2025-00186,Diebstahl,Phishing-Mail,Pforzheim,0,2025-04-18 12:00:00,0,Laptop,Vodafone,83659,188.141.44.140,5573.63,2,1,25,0.307,6.88,1,1,1,0,mittel
BW-2025-00187,Drogenhandel,Fahrzeug,Mannheim,1,2025-07-21 01:00:00,1,Tablet,O2,84381,19.74.60.75,3101.63,2,1,26,0.513,4.51,0,0,0,1,mittel
BW-2025-00188,Einbruchdiebstahl,Phishing-Mail,Heidelberg,0,2025-12-05 17:00:00,0,Desktop PC,Telekom,55457,92.203.249.229,838.31,1,0,9,0.128,3.36,0,1,0,0,niedrig
BW-2025-00189,Einbruchdiebstahl,Laptop,Freiburg,1,2025-07-01 01:00:00,1,Tablet,Telekom,43640,212.122.36.173,4609.63,2,0,16,0.565,14.74,0,0,0,1,mittel
BW-2025-00190,Diebstahl,Smartphone,Stuttgart,1,2025-10-14 11:00:00,0,Tablet,1&1,56036,150.200.58.2,2845.73,2,1,29,0.528,3.36,0,1,1,1,mittel
BW-2025-00191,Sachbeschädigung,Laptop,Heilbronn,1,2025-04-22 00:00:00,1,Desktop PC,Vodafone,12631,92.151.110.117,918.54,1,1,18,0.218,3.26,1,0,0,1,niedrig
BW-2025-00192,Cybercrime,Laptop,Karlsruhe,1,2025-09-14 07:00:00,0,Laptop,Vodafone,87860,168.23.210.24,981.58,1,1,13,0.36,4.97,0,0,0,1,niedrig
BW-2025-00193,Körperverletzung,Smartphone,Ulm,0,2025-04-18 05:00:00,1,Android Smartphone,1&1,34901,115.198.144.178,2498.24,2,1,16,0.462,6.92,0,0,1,0,mittel
BW-2025-00194,Cybercrime,Online-Plattform,Pforzheim,0,2025-02-03 21:00:00,0,Android Smartphone,Telekom,57294,11.250.14.180,1428.15,1,2,15,0.213,1.48,1,1,0,0,niedrig
BW-2025-00195,Sachbeschädigung,Laptop,Pforzheim,0,2025-05-17 07:00:00,0,Desktop PC,1&1,93648,85.180.39.227,989.21,3,2,33,0.455,8.38,0,0,0,0,mittel
BW-2025-00196,Diebstahl,keines,Karlsruhe,1,2025-11-18 11:00:00,0,Laptop,1&1,34232,105.251.51.110,2041.56,1,1,17,0.367,10.71,1,1,0,1,mittel
BW-2025-00197,Sachbeschädigung,Phishing-Mail,Mannheim,1,2025-06-29 17:00:00,0,Tablet,Telekom,45200,155.114.118.234,9011.13,5,5,34,0.76,32.05,1,1,1,0,hoch
BW-2025-00198,Betrug,Brecheisen,Karlsruhe,1,2025-10-10 14:00:00,0,iPhone,O2,80190,186.227.175.19,2197.17,2,2,15,0.256,4.11,0,0,1,1,niedrig
BW-2025-00199,Körperverletzung,Fahrzeug,Heilbronn,1,2025-09-27 12:00:00,0,Laptop,Telekom,32659,53.203.79.189,1349.98,1,0,19,0.173,4.64,0,0,0,1,niedrig
BW-2025-00200,Raub,Fahrzeug,Mannheim,1,2025-02-23 11:00:00,0,iPhone,1&1,51910,197.35.108.34,1869.05,1,1,34,0.568,14.16,1,0,0,1,mittel
BW-2025-00201,Diebstahl,Laptop,Ulm,0,2025-08-11 15:00:00,0,Desktop PC,1&1,24748,117.24.229.175,18823.1,4,2,42,0.765,14.63,1,1,0,1,hoch
BW-2025-00202,Einbruchdiebstahl,Brecheisen,Karlsruhe,1,2025-07-15 07:00:00,0,iPhone,Telekom,95824,135.79.72.228,3825.08,1,0,27,0.374,6.54,1,1,1,1,mittel
BW-2025-00203,Körperverletzung,Smartphone,Mannheim,1,2025-04-09 04:00:00,1,Laptop,1&1,41139,23.158.85.80,2149.81,2,2,15,0.449,9.32,1,0,1,1,mittel
BW-2025-00204,Körperverletzung,Online-Plattform,Freiburg,1,2025-07-26 21:00:00,0,iPhone,O2,39878,45.103.22.227,9989.99,5,4,37,0.908,31.15,1,1,1,0,hoch
BW-2025-00205,Cybercrime,keines,Freiburg,1,2025-03-02 22:00:00,1,Laptop,1&1,73499,205.110.39.6,1714.09,1,5,32,0.361,5.82,0,1,0,1,mittel
BW-2025-00206,Drogenhandel,Smartphone,Mannheim,1,2025-12-12 23:00:00,1,iPhone,O2,35265,62.98.212.118,751.84,2,0,10,0.107,3.21,1,0,0,0,niedrig
BW-2025-00207,Betrug,Fahrzeug,Stuttgart,1,2025-09-04 00:00:00,1,Tablet,Telekom,76207,112.158.2.88,12855.52,5,3,31,0.71,32.69,0,1,1,1,hoch
BW-2025-00208,Diebstahl,Smartphone,Heidelberg,0,2025-11-01 12:00:00,0,Laptop,1&1,31432,77.55.137.98,6528.75,5,2,53,0.651,13.96,0,1,1,1,hoch
BW-2025-00209,Diebstahl,Online-Plattform,Stuttgart,1,2025-04-22 05:00:00,1,Tablet,Telekom,45269,177.206.109.122,3853.47,3,1,22,0.558,10.15,0,0,0,0,mittel
BW-2025-00210,Sachbeschädigung,Smartphone,Stuttgart,1,2025-04-29 05:00:00,1,Tablet,Vodafone,94245,81.127.53.139,0.0,1,0,11,0.121,2.6,0,0,1,1,niedrig
BW-2025-00211,Sachbeschädigung,Messer,Freiburg,1,2025-05-29 23:00:00,1,Tablet,O2,10963,141.242.144.4,940.27,1,1,10,0.169,2.28,1,1,1,0,niedrig
BW-2025-00212,Drogenhandel,Online-Plattform,Pforzheim,0,2025-02-13 13:00:00,0,iPhone,1&1,44229,178.247.116.81,750.62,1,2,26,0.336,14.54,1,1,1,1,mittel
BW-2025-00213,Cybercrime,Fahrzeug,Mannheim,1,2025-02-08 18:00:00,0,Desktop PC,Vodafone,95904,138.83.211.68,1586.73,1,0,14,0.129,2.25,1,1,0,0,niedrig
BW-2025-00214,Cybercrime,Online-Plattform,Ulm,0,2025-01-25 02:00:00,1,Tablet,1&1,98063,102.198.119.202,1896.71,3,3,33,0.361,14.91,0,1,0,1,mittel
BW-2025-00215,Cybercrime,Brecheisen,Mannheim,1,2025-11-18 09:00:00,0,Laptop,Telekom,95778,33.220.90.110,9291.99,4,3,68,0.946,33.12,0,1,0,1,hoch
BW-2025-00216,Raub,Phishing-Mail,Heidelberg,0,2025-08-15 04:00:00,1,Laptop,1&1,25437,131.117.21.185,1142.76,2,0,18,0.421,6.16,1,1,1,1,mittel
BW-2025-00217,Betrug,Laptop,Heilbronn,1,2025-09-18 13:00:00,0,Android Smartphone,Telekom,28004,62.70.163.50,377.43,1,1,15,0.348,1.4,1,1,0,0,niedrig
BW-2025-00218,Drogenhandel,Messer,Heilbronn,1,2025-05-04 02:00:00,1,Android Smartphone,O2,51079,173.110.134.91,1069.41,1,0,16,0.355,1.04,0,1,1,0,niedrig
BW-2025-00219,Betrug,Smartphone,Heilbronn,1,2025-04-26 02:00:00,1,Laptop,Vodafone,90541,122.7.182.15,7245.65,4,5,50,0.609,15.84,0,1,0,0,hoch
BW-2025-00220,Sachbeschädigung,Messer,Ulm,0,2025-01-04 04:00:00,1,Tablet,1&1,52233,204.192.197.227,11849.09,3,4,45,0.906,16.64,0,0,1,0,hoch
BW-2025-00221,Raub,Smartphone,Stuttgart,1,2025-08-24 01:00:00,1,Android Smartphone,Vodafone,75973,161.179.31.74,0.0,1,0,9,0.137,2.39,1,0,0,1,niedrig
BW-2025-00222,Cybercrime,Brecheisen,Karlsruhe,1,2025-07-18 12:00:00,0,iPhone,O2,54922,136.124.89.165,0.0,1,0,16,0.39,2.16,1,1,1,0,niedrig
BW-2025-00223,Drogenhandel,Fahrzeug,Mannheim,1,2025-06-05 22:00:00,1,Tablet,Telekom,87292,140.47.170.56,9257.9,1,1,35,0.6,10.67,0,0,0,0,hoch
BW-2025-00224,Einbruchdiebstahl,Laptop,Freiburg,1,2025-06-24 14:00:00,0,iPhone,1&1,16322,187.147.112.133,515.35,3,1,16,0.484,3.7,0,0,0,0,mittel
BW-2025-00225,Diebstahl,Messer,Heilbronn,1,2025-06-22 12:00:00,0,Tablet,Telekom,49467,118.190.59.90,6745.4,3,1,36,0.877,12.37,1,0,0,0,hoch
BW-2025-00226,Diebstahl,Online-Plattform,Mannheim,1,2025-12-16 05:00:00,1,Tablet,Telekom,75239,61.218.129.240,3240.86,2,2,34,0.562,13.18,0,1,0,0,mittel
BW-2025-00227,Raub,Online-Plattform,Heidelberg,0,2025-07-21 15:00:00,0,Laptop,1&1,73001,95.162.112.81,1326.25,1,0,17,0.206,2.63,0,0,1,0,niedrig
BW-2025-00228,Raub,Smartphone,Stuttgart,1,2025-12-04 07:00:00,0,iPhone,Telekom,43540,175.243.65.133,9.83,1,0,9,0.103,2.08,0,0,0,0,niedrig
BW-2025-00229,Raub,keines,Pforzheim,0,2025-02-04 04:00:00,1,Laptop,1&1,57214,216.53.102.239,2412.65,2,1,21,0.548,6.88,0,0,0,1,mittel
BW-2025-00230,Drogenhandel,Messer,Karlsruhe,1,2025-01-07 14:00:00,0,iPhone,Telekom,67372,170.46.190.252,1049.74,2,0,9,0.388,2.44,0,0,1,1,niedrig
BW-2025-00231,Cybercrime,Laptop,Freiburg,1,2025-03-19 17:00:00,0,Laptop,Vodafone,60556,187.157.114.27,871.75,1,0,8,0.18,0.75,1,1,1,1,niedrig
BW-2025-00232,Körperverletzung,Messer,Mannheim,1,2025-02-10 00:00:00,1,iPhone,Vodafone,84572,184.171.44.47,1239.41,1,1,17,0.238,3.93,0,0,1,1,niedrig
BW-2025-00233,Körperverletzung,Brecheisen,Ulm,0,2025-03-31 04:00:00,1,Laptop,Telekom,67761,22.196.215.186,398.56,2,1,17,0.184,4.65,1,1,0,1,niedrig
BW-2025-00234,Diebstahl,Online-Plattform,Freiburg,1,2025-08-19 22:00:00,1,iPhone,Vodafone,55318,180.232.240.216,4213.39,1,2,22,0.391,13.67,0,1,0,1,mittel
BW-2025-00235,Sachbeschädigung,Brecheisen,Stuttgart,1,2025-12-12 03:00:00,1,iPhone,Vodafone,74441,93.21.14.216,1406.52,1,0,16,0.254,3.4,1,1,0,0,niedrig
BW-2025-00236,Raub,Phishing-Mail,Pforzheim,0,2025-09-16 11:00:00,0,iPhone,Vodafone,68220,216.31.117.163,580.81,1,0,12,0.111,2.54,1,0,0,1,niedrig
BW-2025-00237,Körperverletzung,Laptop,Heilbronn,1,2025-03-23 00:00:00,1,Tablet,O2,64046,20.44.72.1,1846.33,1,5,19,0.564,12.17,1,0,0,1,mittel
BW-2025-00238,Betrug,Laptop,Pforzheim,0,2025-11-08 10:00:00,0,Desktop PC,Vodafone,69566,95.252.40.111,1397.63,1,1,6,0.103,1.28,1,1,0,0,niedrig
BW-2025-00239,Körperverletzung,Phishing-Mail,Heilbronn,1,2025-06-01 09:00:00,0,iPhone,Telekom,81786,144.160.208.137,8154.66,3,4,56,0.992,32.87,0,1,1,1,hoch
BW-2025-00240,Drogenhandel,Laptop,Stuttgart,1,2025-04-06 21:00:00,0,Android Smartphone,1&1,34581,41.233.50.96,5292.7,2,2,29,0.344,10.18,1,0,1,0,mittel
BW-2025-00241,Sachbeschädigung,Fahrzeug,Heilbronn,1,2025-03-15 13:00:00,0,Android Smartphone,O2,69950,179.144.158.49,656.88,1,0,14,0.284,4.72,1,0,0,1,niedrig
BW-2025-00242,Einbruchdiebstahl,keines,Stuttgart,1,2025-10-23 11:00:00,0,Desktop PC,Telekom,23573,110.45.3.2,509.71,1,0,18,0.104,4.96,1,0,0,0,niedrig
BW-2025-00243,Drogenhandel,Messer,Ulm,0,2025-07-06 18:00:00,0,Desktop PC,Vodafone,27481,46.95.195.213,1181.31,3,2,27,0.388,14.74,1,1,1,1,mittel
BW-2025-00244,Sachbeschädigung,Online-Plattform,Freiburg,1,2025-05-18 03:00:00,1,Desktop PC,Vodafone,95208,56.133.34.18,3558.74,3,0,25,0.428,12.04,0,1,1,0,mittel
BW-2025-00245,Drogenhandel,Laptop,Freiburg,1,2025-10-12 23:00:00,1,Desktop PC,1&1,13312,108.128.183.138,3441.79,1,1,29,0.337,14.58,1,1,0,0,mittel
BW-2025-00246,Einbruchdiebstahl,Smartphone,Stuttgart,1,2025-04-20 20:00:00,0,Android Smartphone,O2,48684,63.57.103.41,4215.61,3,4,48,0.661,13.56,1,1,0,0,hoch
BW-2025-00247,Betrug,Phishing-Mail,Heilbronn,1,2025-09-23 11:00:00,0,iPhone,Vodafone,60797,117.164.21.181,1401.17,1,0,12,0.238,0.05,0,1,0,1,niedrig
BW-2025-00248,Drogenhandel,Smartphone,Stuttgart,1,2025-10-30 11:00:00,0,Laptop,Vodafone,48558,125.229.136.233,4242.68,1,1,24,0.563,6.73,0,1,0,0,mittel
BW-2025-00249,Einbruchdiebstahl,Laptop,Mannheim,1,2025-09-15 12:00:00,0,Android Smartphone,Telekom,27048,52.50.162.17,1255.53,1,1,17,0.262,2.62,0,1,1,1,niedrig
BW-2025-00250,Cybercrime,Smartphone,Freiburg,1,2025-01-28 06:00:00,0,Tablet,Vodafone,74297,213.55.108.54,3346.4,2,1,16,0.603,11.14,0,1,0,1,mittel
BW-2025-00251,Drogenhandel,Laptop,Freiburg,1,2025-05-06 12:00:00,0,Desktop PC,Vodafone,22051,100.114.120.197,3951.36,2,2,29,0.479,11.66,0,0,1,1,mittel
BW-2025-00252,Raub,Fahrzeug,Freiburg,1,2025-07-20 09:00:00,0,Laptop,O2,97679,99.147.239.18,934.81,2,0,9,0.101,0.89,0,1,0,0,niedrig
BW-2025-00253,Körperverletzung,Fahrzeug,Heidelberg,0,2025-09-18 08:00:00,0,iPhone,O2,13238,143.81.115.3,550.28,1,0,11,0.244,3.21,0,1,1,1,niedrig
BW-2025-00254,Drogenhandel,keines,Heilbronn,1,2025-05-12 10:00:00,0,iPhone,O2,80513,147.128.45.77,3189.67,1,2,16,0.54,10.23,1,0,0,0,mittel
BW-2025-00255,Betrug,Laptop,Heidelberg,0,2025-03-12 22:00:00,1,Android Smartphone,1&1,13113,128.143.200.250,1511.49,2,3,18,0.507,8.28,0,1,0,0,mittel
BW-2025-00256,Drogenhandel,Smartphone,Karlsruhe,1,2025-05-02 12:00:00,0,iPhone,Telekom,63429,110.86.26.221,540.92,1,0,6,0.211,0.31,1,0,0,1,niedrig
BW-2025-00257,Körperverletzung,Messer,Ulm,0,2025-09-23 21:00:00,0,Laptop,Telekom,19514,102.146.60.103,3926.51,2,1,15,0.468,10.63,0,0,0,0,mittel
BW-2025-00258,Diebstahl,Online-Plattform,Pforzheim,0,2025-07-12 04:00:00,1,Desktop PC,Telekom,72126,51.4.208.172,2475.58,2,2,23,0.68,5.44,1,1,1,0,mittel
BW-2025-00259,Raub,Brecheisen,Ulm,0,2025-04-09 08:00:00,0,Desktop PC,O2,26152,21.177.165.4,10424.67,3,3,35,0.807,21.35,1,1,0,0,hoch
BW-2025-00260,Betrug,Messer,Karlsruhe,1,2025-08-23 17:00:00,0,Laptop,Vodafone,34116,67.133.143.126,4549.45,2,1,31,0.474,14.25,0,1,0,0,mittel
BW-2025-00261,Cybercrime,Fahrzeug,Karlsruhe,1,2025-11-11 21:00:00,0,Android Smartphone,Telekom,22871,61.137.245.139,1345.53,2,0,11,0.249,2.18,0,1,0,1,niedrig
BW-2025-00262,Körperverletzung,Phishing-Mail,Freiburg,1,2025-03-10 07:00:00,0,Android Smartphone,Vodafone,73682,126.93.136.243,1340.11,2,0,16,0.139,1.99,1,0,0,1,niedrig
BW-2025-00263,Drogenhandel,Online-Plattform,Mannheim,1,2025-08-04 22:00:00,1,Desktop PC,O2,42266,212.33.5.124,2919.38,2,0,26,0.318,3.44,1,0,0,1,mittel
BW-2025-00264,Raub,Messer,Pforzheim,0,2025-08-15 08:00:00,0,Laptop,Vodafone,50038,135.170.40.27,1568.91,1,3,27,0.407,4.88,1,1,1,1,mittel
BW-2025-00265,Diebstahl,Brecheisen,Karlsruhe,1,2025-05-15 02:00:00,1,Laptop,Vodafone,76476,172.178.70.39,4579.59,4,1,21,0.335,5.84,1,0,0,0,mittel
BW-2025-00266,Betrug,Messer,Heidelberg,0,2025-11-19 06:00:00,0,iPhone,O2,87280,198.180.192.206,1010.77,2,0,11,0.218,4.14,0,1,1,0,niedrig
BW-2025-00267,Cybercrime,Brecheisen,Heilbronn,1,2025-09-28 20:00:00,0,Desktop PC,Telekom,77388,46.239.85.97,1125.48,2,0,9,0.177,3.27,1,0,0,0,niedrig
BW-2025-00268,Körperverletzung,Brecheisen,Mannheim,1,2025-11-27 01:00:00,1,Desktop PC,Vodafone,40375,27.23.171.68,976.13,1,0,13,0.384,4.84,1,0,0,1,niedrig
BW-2025-00269,Cybercrime,Phishing-Mail,Heidelberg,0,2025-12-20 13:00:00,0,iPhone,Vodafone,16086,21.55.49.171,6570.62,5,2,53,0.646,42.69,1,1,1,1,hoch
BW-2025-00270,Drogenhandel,Laptop,Pforzheim,0,2025-09-15 03:00:00,1,Laptop,Vodafone,59326,68.15.236.245,2556.69,2,2,20,0.639,8.14,1,1,0,1,mittel
BW-2025-00271,Sachbeschädigung,Phishing-Mail,Freiburg,1,2025-01-05 12:00:00,0,Tablet,1&1,20104,142.184.250.5,10617.03,2,1,45,0.765,34.74,0,1,0,0,hoch
BW-2025-00272,Cybercrime,Fahrzeug,Mannheim,1,2025-09-05 06:00:00,0,Android Smartphone,Vodafone,24855,134.68.172.208,1933.86,2,2,33,0.615,5.42,0,0,1,1,mittel
BW-2025-00273,Körperverletzung,keines,Heidelberg,0,2025-10-08 12:00:00,0,Desktop PC,Vodafone,85168,162.164.24.184,1936.45,1,2,22,0.651,13.55,0,0,0,0,mittel
BW-2025-00274,Einbruchdiebstahl,Brecheisen,Stuttgart,1,2025-02-08 04:00:00,1,Desktop PC,Vodafone,88558,155.72.101.198,2459.29,2,3,17,0.664,9.46,0,1,0,1,mittel
BW-2025-00275,Betrug,Online-Plattform,Karlsruhe,1,2025-11-18 19:00:00,0,Android Smartphone,1&1,88753,47.136.200.77,1539.83,2,2,33,0.476,5.35,1,0,0,1,mittel
