aufgabe,schwierigkeit,instruction,input,output
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 15.01.2026 gegen 22:20 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 40 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 15.01.2026 um 22:20 Uhr kam es in der Bahnhofstraße 40 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 23.01.2026 gegen 06:41 Uhr wurde der Polizei ein Vorfall in der Industriestraße 75 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 23.01.2026 um 06:41 Uhr kam es in der Industriestraße 75 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 24.02.2026 gegen 22:07 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 24 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 24.02.2026 um 22:07 Uhr kam es in der Gartenstraße 24 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 10.04.2026 gegen 18:45 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 14 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 10.04.2026 um 18:45 Uhr kam es in der Gartenstraße 14 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 03.03.2026 gegen 07:31 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 68 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 03.03.2026 um 07:31 Uhr kam es in der Bahnhofstraße 68 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 18.02.2026 gegen 03:11 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 72 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 18.02.2026 um 03:11 Uhr kam es in der Schillerstraße 72 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 24.02.2026 gegen 05:55 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 78 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 24.02.2026 um 05:55 Uhr kam es in der Gartenstraße 78 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 16.03.2026 gegen 04:52 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 8 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 16.03.2026 um 04:52 Uhr kam es in der Bahnhofstraße 8 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 11.04.2026 gegen 15:34 Uhr wurde der Polizei ein Vorfall in der Marktplatz 62 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 11.04.2026 um 15:34 Uhr kam es in der Marktplatz 62 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 21.03.2026 gegen 19:38 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 69 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 21.03.2026 um 19:38 Uhr kam es in der Gartenstraße 69 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 28.02.2026 gegen 04:19 Uhr wurde der Polizei ein Vorfall in der Marktplatz 9 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 28.02.2026 um 04:19 Uhr kam es in der Marktplatz 9 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 09.01.2026 gegen 19:29 Uhr wurde der Polizei ein Vorfall in der Marktplatz 62 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 09.01.2026 um 19:29 Uhr kam es in der Marktplatz 62 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: zwei männliche Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 27.03.2026 gegen 17:46 Uhr wurde der Polizei ein Vorfall in der Industriestraße 76 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 27.03.2026 um 17:46 Uhr kam es in der Industriestraße 76 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 27.02.2026 gegen 20:25 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 11 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 27.02.2026 um 20:25 Uhr kam es in der Heinrichstraße 11 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 18.03.2026 gegen 18:37 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 45 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 18.03.2026 um 18:37 Uhr kam es in der Bahnhofstraße 45 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 10.02.2026 gegen 11:29 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 22 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 10.02.2026 um 11:29 Uhr kam es in der Heinrichstraße 22 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 10.01.2026 gegen 21:26 Uhr wurde der Polizei ein Vorfall in der Industriestraße 7 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 10.01.2026 um 21:26 Uhr kam es in der Industriestraße 7 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 14.01.2026 gegen 05:25 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 46 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 14.01.2026 um 05:25 Uhr kam es in der Heinrichstraße 46 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 07.02.2026 gegen 12:38 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 26 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 07.02.2026 um 12:38 Uhr kam es in der Bahnhofstraße 26 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 09.01.2026 gegen 06:15 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 72 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 09.01.2026 um 06:15 Uhr kam es in der Heinrichstraße 72 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: zwei männliche Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 03.01.2026 gegen 12:45 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 53 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 03.01.2026 um 12:45 Uhr kam es in der Schillerstraße 53 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 25.02.2026 gegen 15:07 Uhr wurde der Polizei ein Vorfall in der Marktplatz 66 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 25.02.2026 um 15:07 Uhr kam es in der Marktplatz 66 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 04.03.2026 gegen 18:31 Uhr wurde der Polizei ein Vorfall in der Karlstraße 64 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 04.03.2026 um 18:31 Uhr kam es in der Karlstraße 64 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 24.01.2026 gegen 16:37 Uhr wurde der Polizei ein Vorfall in der Marktplatz 76 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 24.01.2026 um 16:37 Uhr kam es in der Marktplatz 76 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 18.02.2026 gegen 13:07 Uhr wurde der Polizei ein Vorfall in der Goethestraße 78 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 18.02.2026 um 13:07 Uhr kam es in der Goethestraße 78 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 28.02.2026 gegen 15:47 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 63 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 28.02.2026 um 15:47 Uhr kam es in der Hauptstraße 63 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 09.02.2026 gegen 14:10 Uhr wurde der Polizei ein Vorfall in der Goethestraße 76 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 09.02.2026 um 14:10 Uhr kam es in der Goethestraße 76 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 27.03.2026 gegen 05:08 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 73 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 27.03.2026 um 05:08 Uhr kam es in der Gartenstraße 73 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 27.02.2026 gegen 20:31 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 15 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Zeugen machten widersprüchliche Angaben zum Tatablauf. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 27.02.2026 um 20:31 Uhr kam es in der Gartenstraße 15 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 27.04.2026 gegen 11:38 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 77 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 27.04.2026 um 11:38 Uhr kam es in der Hauptstraße 77 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 11.03.2026 gegen 13:21 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 3 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 11.03.2026 um 13:21 Uhr kam es in der Hauptstraße 3 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 03.03.2026 gegen 23:27 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 2 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 03.03.2026 um 23:27 Uhr kam es in der Hauptstraße 2 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 03.04.2026 gegen 19:53 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 64 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 03.04.2026 um 19:53 Uhr kam es in der Heinrichstraße 64 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 18.04.2026 gegen 00:45 Uhr wurde der Polizei ein Vorfall in der Marktplatz 6 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 18.04.2026 um 00:45 Uhr kam es in der Marktplatz 6 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 06.01.2026 gegen 18:37 Uhr wurde der Polizei ein Vorfall in der Karlstraße 51 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 06.01.2026 um 18:37 Uhr kam es in der Karlstraße 51 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 03.03.2026 gegen 19:44 Uhr wurde der Polizei ein Vorfall in der Marktplatz 56 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 03.03.2026 um 19:44 Uhr kam es in der Marktplatz 56 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 02.02.2026 gegen 18:59 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 14 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 02.02.2026 um 18:59 Uhr kam es in der Schillerstraße 14 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 19.03.2026 gegen 06:15 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 37 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 19.03.2026 um 06:15 Uhr kam es in der Heinrichstraße 37 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 09.04.2026 gegen 19:54 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 48 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 09.04.2026 um 19:54 Uhr kam es in der Bahnhofstraße 48 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 01.05.2026 gegen 16:40 Uhr wurde der Polizei ein Vorfall in der Karlstraße 39 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 01.05.2026 um 16:40 Uhr kam es in der Karlstraße 39 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
